date,open,high,low,close,volume
2024-10-08,383.0,503.0,383.0,435.6,29
2024-10-09,449.0,582.6,414.0,582.6,111
2024-10-10,515.8,591.4,458.2,544.2,32
2024-10-11,572.8,670.0,572.8,670.0,23
2024-10-14,692.2,716.6,551.0,551.0,16
2024-10-15,585.0,585.0,493.0,501.0,21
2024-10-16,610.0,610.0,525.4,525.4,21
2024-10-17,543.0,571.6,506.6,571.6,12
2024-10-18,560.0,560.0,416.2,461.6,102
2024-10-21,428.6,434.4,379.4,402.6,121
2024-10-22,410.0,433.0,379.4,379.4,179
2024-10-23,398.0,398.0,325.4,368.0,687
2024-10-24,375.8,379.4,348.8,357.8,263
2024-10-25,350.6,350.6,289.0,294.0,399
2024-10-28,298.6,306.0,249.8,254.4,323
2024-10-29,242.2,286.6,236.6,279.2,325
2024-10-30,280.0,308.6,254.0,270.4,505
2024-10-31,273.6,280.0,216.2,242.6,605
2024-11-01,263.0,341.0,246.4,334.0,644
2024-11-04,332.2,337.2,269.0,269.2,397
2024-11-05,269.2,271.8,163.2,182.6,603
2024-11-06,181.0,189.4,149.2,168.6,803
2024-11-07,177.6,181.0,112.8,119.0,569
2024-11-08,105.0,125.6,93.0,111.0,903
2024-11-11,115.8,127.4,67.2,67.2,796
2024-11-12,70.2,87.6,59.2,79.8,1871
2024-11-13,84.2,92.4,66.2,66.2,1334
2024-11-14,69.8,107.8,67.6,102.2,2101
2024-11-15,100.0,140.0,82.4,132.8,3583
2024-11-18,118.2,235.0,118.2,211.6,7596
2024-11-19,210.0,226.6,140.6,148.0,7000
2024-11-20,154.4,154.6,107.2,111.2,5256
2024-11-21,116.4,122.2,95.6,100.0,3773
2024-11-22,103.2,192.2,95.6,189.4,6175
2024-11-25,189.4,222.0,168.2,171.0,9166
2024-11-26,188.0,214.4,148.4,198.8,7277
2024-11-27,211.2,263.6,111.6,111.6,9962
2024-11-28,112.2,135.2,101.6,125.4,5506
2024-11-29,122.4,146.8,65.0,79.0,10509
2024-12-02,78.8,79.6,49.4,55.0,5501
2024-12-03,56.8,68.8,41.4,51.2,5655
2024-12-04,52.8,79.2,52.8,68.0,6724
2024-12-05,72.0,72.6,43.8,47.8,6064
2024-12-06,46.0,61.8,25.2,25.8,6690
2024-12-09,26.6,35.8,22.8,26.8,4408
2024-12-10,12.0,14.0,7.4,10.6,3928
2024-12-11,10.8,11.6,5.2,5.6,2246
2024-12-12,5.6,7.4,3.0,3.4,1639
2024-12-13,5.0,7.4,3.6,6.4,2102
2024-12-16,6.4,7.6,3.4,3.8,1880
2024-12-17,4.4,9.0,2.4,8.2,4143
2024-12-18,6.4,9.0,1.2,2.4,3391
2024-12-19,5.0,8.4,0.4,0.6,3757
2024-12-20,0.6,0.6,0.2,0.2,929
