date,open,high,low,close,volume
2026-01-19,204.0,204.0,160.0,174.2,21
2026-01-20,175.0,207.6,175.0,184.8,81
2026-01-21,181.2,181.2,150.4,159.6,30
2026-01-22,146.8,153.8,142.2,148.0,21
2026-01-23,132.0,135.0,106.8,110.2,60
2026-01-26,100.0,158.8,99.0,140.8,41
2026-01-27,143.2,192.6,130.8,134.0,69
2026-01-28,138.8,152.2,129.2,137.6,45
2026-01-29,155.2,156.0,118.2,137.8,64
2026-01-30,165.4,205.8,156.4,163.2,124
2026-02-02,177.4,349.8,177.4,349.8,240
2026-02-03,261.0,274.0,192.0,193.6,132
2026-02-04,207.8,232.6,176.4,176.4,83
2026-02-05,205.4,253.4,200.0,217.0,53
2026-02-06,263.2,287.8,199.8,232.8,168
2026-02-09,187.0,190.0,159.6,165.0,250
2026-02-10,160.6,165.8,145.8,151.2,126
2026-02-11,143.2,152.6,132.4,152.6,90
2026-02-12,143.2,143.2,121.4,121.6,27
2026-02-13,142.2,170.8,131.2,164.6,109
2026-02-24,126.8,126.8,94.4,110.0,226
2026-02-25,103.6,103.6,72.2,77.8,251
2026-02-26,76.8,82.6,66.0,66.8,140
2026-02-27,72.0,72.0,55.0,55.0,324
2026-03-02,68.8,85.2,57.0,66.4,439
2026-03-03,66.8,147.0,65.0,139.4,894
2026-03-04,146.4,174.8,110.0,162.6,1006
2026-03-05,120.0,153.0,106.4,125.0,745
2026-03-06,123.0,139.4,93.0,107.2,702
2026-03-09,151.8,228.8,109.8,124.8,1315
2026-03-10,96.2,96.2,72.0,82.6,615
2026-03-11,78.2,89.4,70.4,89.4,456
2026-03-12,90.0,116.0,82.6,95.6,939
2026-03-13,99.4,123.0,82.8,112.2,633
2026-03-16,116.2,141.6,95.4,98.0,1626
2026-03-17,90.2,139.4,85.6,136.4,2077
2026-03-18,126.8,150.0,100.0,106.4,1722
2026-03-19,140.0,188.6,124.4,164.2,3820
2026-03-20,134.8,214.2,115.6,212.0,6214
2026-03-23,250.0,538.0,237.6,482.2,9532
2026-03-24,412.2,472.4,289.0,290.0,3776
2026-03-25,273.6,273.6,163.0,210.0,14914
2026-03-26,218.0,283.0,186.2,273.0,15150
