date,open,high,low,close,volume
2024-11-18,298.2,305.0,266.6,266.6,4
2024-11-19,280.0,314.8,280.0,314.8,2
2024-11-20,359.2,359.2,351.0,351.0,4
2024-11-21,364.4,365.0,358.0,363.0,4
2024-11-22,337.0,337.0,302.8,302.8,2
2024-11-25,247.0,249.2,234.2,238.4,12
2024-11-26,256.8,258.8,231.4,232.8,17
2024-11-27,204.2,204.2,204.2,204.2,3
2024-11-28,293.6,293.6,263.4,263.4,7
2024-11-29,263.6,264.2,263.6,264.2,3
2024-12-02,386.4,386.4,383.0,383.0,2
2024-12-03,366.0,366.0,366.0,366.0,1
2024-12-04,329.8,331.2,328.4,331.2,25
2024-12-05,356.0,375.0,356.0,375.0,6
2024-12-06,383.8,409.2,383.8,409.2,3
2024-12-09,407.0,428.2,376.0,376.0,8
2024-12-10,501.0,503.8,488.2,503.8,5
2024-12-11,434.8,466.2,432.4,457.0,31
2024-12-12,449.6,498.4,449.6,498.4,3
2024-12-13,405.0,433.0,379.2,386.2,13
2024-12-16,372.0,372.0,309.2,321.0,23
2024-12-17,295.0,303.0,253.0,255.0,40
2024-12-18,247.0,301.8,247.0,287.2,13
2024-12-19,274.8,303.0,243.4,289.6,72
2024-12-20,290.2,339.4,288.0,305.4,51
2024-12-23,306.0,307.6,243.2,244.8,156
2024-12-24,252.8,261.2,229.4,259.0,103
2024-12-25,241.8,241.8,213.4,236.8,154
2024-12-26,242.4,266.0,242.4,253.2,159
2024-12-27,243.8,295.8,240.6,250.0,190
2024-12-30,245.4,262.8,226.8,242.0,398
2024-12-31,249.6,249.6,159.6,159.6,402
2025-01-02,158.6,163.8,107.4,117.4,971
2025-01-03,120.2,120.2,77.8,83.4,717
2025-01-06,84.6,91.0,70.6,75.0,660
2025-01-07,68.6,80.0,56.0,71.4,630
2025-01-08,65.0,71.4,40.2,60.6,1510
2025-01-09,50.4,67.0,50.4,56.2,931
2025-01-10,55.8,67.0,42.8,42.8,1509
2025-01-13,35.6,47.6,35.6,43.6,1263
2025-01-14,50.0,110.8,45.8,110.8,3599
2025-01-15,110.4,111.8,83.4,86.6,2406
2025-01-16,100.0,131.0,75.8,90.6,3987
2025-01-17,90.4,127.0,83.0,105.0,5679
2025-01-20,120.4,142.4,97.2,106.4,6387
2025-01-21,121.0,125.0,88.8,110.4,5807
2025-01-22,100.0,105.0,86.4,96.0,5224
2025-01-23,125.2,153.6,78.6,78.8,9863
2025-01-24,75.2,111.0,74.8,109.0,7399
2025-01-27,120.2,124.0,62.0,62.0,7898
2025-02-05,92.0,92.0,43.0,48.0,7788
2025-02-06,45.2,99.8,37.0,94.8,14954
2025-02-07,96.0,186.6,90.2,130.0,26048
2025-02-10,136.2,178.4,125.2,165.4,11829
2025-02-11,161.8,167.4,122.4,151.2,8185
2025-02-12,143.6,211.0,141.2,208.0,7337
2025-02-13,201.2,208.6,149.2,155.2,6606
2025-02-14,159.4,183.2,128.2,167.2,7283
2025-02-17,178.2,215.8,145.0,178.0,4514
2025-02-18,164.0,193.4,65.4,81.0,10480
2025-02-19,79.4,191.8,78.8,180.2,10252
2025-02-20,175.8,240.2,163.2,211.4,4140
2025-02-21,233.8,354.0,215.0,350.2,2048
