date,open,high,low,close,volume
2025-03-24,167.4,170.4,150.2,158.8,88
2025-03-25,156.2,161.8,146.2,146.2,92
2025-03-26,151.0,156.0,145.2,146.6,82
2025-03-27,136.4,149.0,135.0,141.0,96
2025-03-28,140.6,142.8,133.0,137.4,124
2025-03-31,131.0,136.4,122.0,131.4,125
2025-04-01,134.6,134.6,118.0,118.6,86
2025-04-02,121.6,127.0,119.2,121.0,70
2025-04-03,121.0,127.2,107.6,113.8,126
2025-04-07,154.0,154.0,81.6,91.2,342
2025-04-08,91.2,105.0,58.2,62.4,623
2025-04-09,52.8,73.4,49.8,61.2,471
2025-04-10,77.2,85.0,65.2,65.2,348
2025-04-11,70.0,80.6,63.6,77.6,204
2025-04-14,82.2,89.8,74.8,75.6,140
2025-04-15,76.6,79.8,72.8,79.8,149
2025-04-16,75.0,79.4,65.0,68.4,197
2025-04-17,66.2,70.6,65.0,67.4,251
2025-04-18,68.0,71.4,61.8,63.0,222
2025-04-21,59.6,69.8,59.2,69.4,243
2025-04-22,72.0,72.0,66.8,67.8,250
2025-04-23,74.2,77.4,67.2,70.8,360
2025-04-24,69.6,70.6,62.2,63.6,233
2025-04-25,63.8,68.2,61.4,64.2,113
2025-04-28,64.0,66.4,61.4,61.6,114
2025-04-29,60.8,64.0,59.2,60.6,318
2025-04-30,63.2,64.4,61.0,62.0,153
2025-05-06,74.0,74.0,65.0,68.2,111
2025-05-07,81.4,89.2,65.6,66.8,433
2025-05-08,68.6,72.0,67.8,69.6,168
2025-05-09,71.4,71.4,66.2,67.2,219
2025-05-12,73.8,78.0,68.0,78.0,418
2025-05-13,80.4,80.4,69.4,71.2,496
2025-05-14,71.0,80.8,67.4,75.0,481
2025-05-15,69.4,75.0,63.4,65.6,677
2025-05-16,61.8,66.2,60.6,60.6,388
2025-05-19,59.8,62.6,53.2,55.4,408
2025-05-20,53.6,59.0,52.2,57.8,667
2025-05-21,58.6,60.4,55.0,60.0,441
2025-05-22,61.4,61.4,54.0,56.4,308
2025-05-23,58.2,58.8,52.0,52.0,233
2025-05-26,53.8,53.8,45.0,47.0,408
2025-05-27,47.2,48.6,40.0,42.4,579
2025-05-28,43.8,45.4,40.2,40.2,276
2025-05-29,40.6,49.8,40.0,49.0,630
2025-05-30,47.4,49.0,41.6,41.6,318
2025-06-03,41.4,44.6,41.4,42.0,188
2025-06-04,42.0,49.2,41.8,48.6,501
2025-06-05,47.8,55.0,46.6,52.6,211
2025-06-06,56.4,57.2,52.0,56.6,272
2025-06-09,56.6,67.0,56.6,64.6,241
2025-06-10,61.4,65.4,54.6,58.4,298
2025-06-11,58.8,68.8,56.4,64.2,388
2025-06-12,59.0,68.2,58.8,62.6,261
2025-06-13,58.0,62.0,55.4,58.4,201
2025-06-16,57.2,60.8,54.8,59.2,166
2025-06-17,57.4,60.6,55.2,58.0,200
2025-06-18,55.6,58.8,52.0,56.4,230
2025-06-19,54.0,56.2,47.6,50.0,370
2025-06-20,50.6,50.6,47.0,47.6,218
2025-06-23,50.0,51.0,45.2,48.0,382
2025-06-24,51.4,66.2,49.8,66.2,350
2025-06-25,69.0,96.6,66.4,92.2,623
2025-06-26,90.8,99.0,85.4,85.4,544
2025-06-27,88.8,102.6,76.6,79.0,570
2025-06-30,81.6,93.8,81.6,90.4,303
2025-07-01,87.6,90.2,77.8,88.6,290
2025-07-02,88.0,88.0,80.4,86.2,344
2025-07-03,86.8,90.4,82.0,86.0,247
2025-07-04,85.6,99.8,82.0,84.4,163
2025-07-07,85.8,90.4,84.0,87.4,210
2025-07-08,86.0,109.0,84.2,108.4,414
2025-07-09,107.4,114.2,100.2,102.2,160
2025-07-10,104.0,115.8,100.0,108.8,179
2025-07-11,110.0,137.0,108.2,125.4,528
2025-07-14,123.2,131.0,123.0,125.8,206
2025-07-15,127.6,131.8,111.0,118.2,307
2025-07-16,122.0,126.0,106.0,111.8,345
2025-07-17,108.2,121.2,108.2,121.2,247
2025-07-18,123.8,125.2,112.0,117.8,149
2025-07-21,123.0,132.2,122.6,130.8,347
2025-07-22,129.0,139.4,129.0,139.0,168
2025-07-23,140.6,161.8,137.2,148.0,371
2025-07-24,156.2,180.0,152.2,177.8,402
2025-07-25,175.6,186.2,175.2,186.2,177
2025-07-28,182.2,190.0,174.8,178.2,216
2025-07-29,179.2,192.8,170.0,192.8,210
2025-07-30,199.6,199.6,173.0,177.0,154
2025-07-31,175.2,175.6,139.4,143.0,210
2025-08-01,144.2,146.8,130.6,130.8,127
2025-08-04,127.6,155.0,127.4,155.0,244
2025-08-05,159.0,164.0,148.4,162.2,55
2025-08-06,164.4,184.4,161.4,180.0,181
2025-08-07,185.4,186.0,169.4,177.6,112
2025-08-08,171.2,183.6,171.2,176.6,116
2025-08-11,179.8,212.0,178.6,200.2,102
2025-08-12,201.0,215.4,197.0,212.0,65
2025-08-13,223.0,278.0,223.0,277.8,191
2025-08-14,277.8,292.8,241.2,253.0,135
2025-08-15,253.6,333.6,253.6,330.6,183
2025-08-18,334.0,445.2,334.0,400.0,447
2025-08-19,406.6,423.0,377.2,395.6,279
2025-08-20,362.8,448.2,344.6,446.2,193
2025-08-21,449.0,490.6,398.0,416.8,343
2025-08-22,434.8,490.8,428.4,485.8,231
2025-08-25,538.0,587.8,509.8,533.8,468
2025-08-26,535.0,573.8,500.2,504.6,194
2025-08-27,526.6,542.6,432.8,440.2,262
2025-08-28,460.0,490.0,390.8,490.0,249
2025-08-29,481.2,496.6,450.2,465.8,153
2025-09-01,492.6,495.2,453.0,465.0,154
2025-09-02,464.4,464.4,393.0,418.6,226
2025-09-03,437.4,437.4,355.0,361.0,364
2025-09-04,370.6,379.6,308.8,325.8,398
2025-09-05,330.0,399.0,324.8,394.6,229
2025-09-08,391.8,420.0,379.0,404.0,209
2025-09-09,392.6,402.8,348.6,359.6,341
2025-09-10,368.2,392.0,330.6,335.0,210
2025-09-11,332.2,430.0,303.0,427.6,233
2025-09-12,435.8,462.4,428.8,432.2,105
2025-09-15,439.4,439.4,415.0,419.0,83
2025-09-16,434.2,468.0,415.0,454.2,201
2025-09-17,461.4,517.8,461.4,514.2,96
2025-09-18,518.0,584.2,415.4,435.2,279
2025-09-19,466.8,470.2,415.0,436.6,198
2025-09-22,445.2,448.0,417.4,448.0,95
2025-09-23,448.0,448.0,366.8,406.0,186
2025-09-24,419.2,489.2,402.2,486.0,162
2025-09-25,490.6,495.6,467.0,474.2,140
2025-09-26,470.0,476.4,426.0,429.6,66
2025-09-29,429.8,509.8,422.0,486.4,56
2025-09-30,507.0,540.0,507.0,520.6,76
2025-10-09,534.0,557.2,513.4,514.2,154
2025-10-10,497.4,497.4,444.0,444.2,91
2025-10-13,356.0,440.4,356.0,422.8,147
2025-10-14,453.4,468.0,353.2,361.2,163
2025-10-15,368.0,414.2,356.0,413.4,96
2025-10-16,404.0,415.2,368.8,374.6,53
2025-10-17,396.6,401.2,316.6,318.8,165
2025-10-20,330.6,356.0,318.6,329.2,86
2025-10-21,352.6,386.0,344.2,370.8,119
2025-10-22,350.0,368.2,344.6,362.0,55
2025-10-23,335.8,360.4,303.2,360.4,185
2025-10-24,394.8,400.6,362.2,400.6,90
2025-10-27,433.0,447.0,402.4,402.4,165
2025-10-28,407.4,441.0,402.0,405.2,80
2025-10-29,416.2,467.6,406.0,461.6,60
2025-10-30,455.0,459.0,415.0,425.8,35
2025-10-31,426.0,471.8,425.6,428.4,83
2025-11-03,422.6,439.4,382.0,432.0,57
2025-11-04,420.0,420.0,350.8,373.8,93
2025-11-05,354.0,404.0,351.2,399.4,87
2025-11-06,403.8,420.0,381.0,410.4,51
2025-11-07,396.2,432.0,395.2,412.0,98
2025-11-10,439.0,440.0,396.0,412.0,55
2025-11-11,432.0,437.8,387.4,390.0,73
2025-11-12,386.0,398.6,353.4,379.0,74
2025-11-13,368.0,422.0,367.0,419.0,65
2025-11-14,394.4,414.8,378.0,378.0,95
2025-11-17,381.8,387.0,355.4,370.2,85
2025-11-18,352.0,356.0,322.8,332.0,200
2025-11-19,339.6,341.8,297.2,312.4,206
2025-11-20,333.0,333.0,288.0,299.6,90
2025-11-21,281.6,290.0,223.6,225.0,587
2025-11-24,239.8,250.0,215.8,238.6,396
2025-11-25,253.4,280.0,248.4,248.4,152
2025-11-26,255.6,266.6,235.8,240.0,162
2025-11-27,248.0,261.6,231.6,231.6,220
2025-11-28,233.0,261.6,232.2,253.4,182
2025-12-01,265.0,287.0,262.6,268.6,263
2025-12-02,260.6,260.8,240.8,248.2,196
2025-12-03,246.0,256.8,224.4,230.4,277
2025-12-04,234.2,239.6,211.4,232.8,244
2025-12-05,224.6,275.0,213.6,269.8,362
2025-12-08,265.4,310.0,265.4,296.2,282
2025-12-09,285.8,304.2,273.8,276.8,197
2025-12-10,279.0,299.6,252.6,284.0,445
2025-12-11,304.6,304.6,251.2,253.8,417
2025-12-12,257.0,285.6,243.0,272.2,416
2025-12-15,260.8,273.0,241.6,242.8,203
2025-12-16,230.0,233.8,196.0,205.4,1139
2025-12-17,213.4,264.8,190.2,249.8,765
