date,open,high,low,close,volume
2025-10-20,507.2,507.2,460.4,460.4,3
2025-10-21,506.2,543.0,495.0,538.2,7
2025-10-22,524.0,524.0,507.8,520.0,8
2025-10-23,482.4,482.4,433.6,433.6,10
2025-10-24,560.0,560.0,545.0,545.0,5
2025-10-27,641.0,641.0,600.0,607.2,11
2025-10-28,592.0,638.8,592.0,618.6,5
2025-10-30,652.8,652.8,652.8,652.8,1
2025-10-31,708.4,708.4,647.0,647.0,2
2025-11-05,521.6,598.0,521.6,589.6,3
2025-11-10,646.0,646.0,646.0,646.0,2
2025-11-13,649.6,678.0,649.6,678.0,3
2025-11-14,658.2,658.2,648.0,648.0,2
2025-11-17,622.8,622.8,615.2,615.2,5
2025-11-18,588.6,594.0,551.2,555.2,76
2025-11-19,589.2,589.2,515.0,531.8,44
2025-11-20,562.8,562.8,488.0,493.0,26
2025-11-21,458.4,461.8,355.0,361.8,92
2025-11-24,382.0,401.8,332.2,390.2,67
2025-11-25,406.8,474.6,406.8,423.4,59
2025-11-26,421.0,458.0,406.2,408.8,39
2025-11-27,428.8,468.4,398.8,400.8,71
2025-11-28,407.2,458.2,407.2,458.2,28
2025-12-01,463.0,505.2,463.0,476.0,35
2025-12-02,454.6,454.6,428.6,440.2,29
2025-12-03,440.0,453.0,390.0,403.4,130
2025-12-04,399.0,416.8,375.0,407.0,57
2025-12-05,396.8,493.2,365.4,485.4,70
2025-12-08,520.6,567.0,517.2,543.8,163
2025-12-09,539.4,562.8,510.0,520.2,42
2025-12-10,516.6,542.0,470.0,530.0,88
2025-12-11,532.2,539.6,467.4,476.8,87
2025-12-12,480.4,537.2,458.8,519.6,155
2025-12-15,494.4,524.6,468.4,484.4,153
2025-12-16,455.0,455.0,353.0,377.0,337
2025-12-17,381.0,486.0,353.2,460.0,522
2025-12-18,442.4,513.0,441.4,453.0,402
2025-12-19,485.2,547.2,467.4,515.0,343
2025-12-22,549.8,606.8,549.8,572.2,416
2025-12-23,577.4,600.8,550.0,559.2,247
2025-12-24,565.0,702.6,565.0,686.2,413
2025-12-25,712.4,779.8,678.6,751.0,143
2025-12-26,762.2,848.4,760.0,799.2,437
2025-12-29,805.8,825.4,763.8,783.2,272
2025-12-30,754.6,839.2,754.6,799.4,196
2025-12-31,795.0,805.4,755.6,773.0,298
2026-01-05,828.8,954.8,821.4,950.0,272
2026-01-06,983.4,1054.4,983.4,1053.0,90
2026-01-07,1061.0,1116.2,1061.0,1115.2,23
2026-01-08,1085.2,1164.4,1085.2,1140.0,20
2026-01-09,1174.0,1348.4,1174.0,1340.4,36
2026-01-12,1456.0,1618.8,1384.8,1590.8,87
2026-01-13,1551.6,1551.6,1400.0,1400.0,57
2026-01-14,1555.0,1622.0,1342.6,1442.6,64
2026-01-15,1422.6,1465.6,1363.8,1412.0,51
2026-01-16,1483.8,1483.8,1391.8,1442.0,88
