date,open,high,low,close,volume
2024-09-30,275.0,737.6,183.6,649.0,4567
2024-10-08,1000.2,1060.0,511.0,802.6,2265
2024-10-09,730.0,730.0,355.2,381.0,1676
2024-10-10,418.0,488.6,287.0,287.0,1764
2024-10-11,269.0,285.4,177.8,221.6,2847
2024-10-14,221.6,251.6,124.8,216.2,4260
2024-10-15,206.0,240.8,124.0,124.0,3556
2024-10-16,110.0,176.0,102.0,139.0,4350
2024-10-17,169.0,195.0,122.0,125.0,5439
2024-10-18,128.0,522.8,120.6,287.2,14676
2024-10-21,295.2,415.4,278.2,331.0,4854
2024-10-22,310.2,368.8,290.4,334.6,2292
2024-10-23,318.0,415.6,312.0,327.0,1859
2024-10-24,300.2,322.2,251.0,283.6,2079
2024-10-25,295.0,410.6,295.0,375.8,1782
2024-10-28,375.8,435.6,355.0,433.0,829
2024-10-29,460.0,468.0,340.6,350.6,732
2024-10-30,350.6,398.0,315.2,375.0,526
2024-10-31,378.6,510.4,361.0,458.0,434
2024-11-01,436.2,453.4,317.8,330.8,860
2024-11-04,330.4,420.0,318.6,420.0,658
2024-11-05,405.4,618.6,405.4,598.0,462
2024-11-06,621.6,691.2,566.0,611.2,319
2024-11-07,581.0,717.0,581.0,692.6,179
2024-11-08,770.0,825.8,685.2,708.2,314
2024-11-11,698.8,846.4,698.8,843.2,403
2024-11-12,843.0,878.0,731.2,731.2,311
2024-11-13,729.6,782.4,656.6,747.4,242
2024-11-14,695.0,718.8,570.6,586.0,182
2024-11-15,600.8,629.8,515.2,515.4,197
