date,open,high,low,close,volume
2024-02-20,244.8,260.0,244.8,249.8,7
2024-02-21,327.2,327.2,250.2,250.2,19
2024-02-22,258.2,306.8,258.2,302.4,68
2024-02-23,313.0,361.0,313.0,360.0,6
2024-02-26,358.2,376.8,351.4,368.2,21
2024-02-27,395.8,448.2,395.8,448.2,10
2024-02-28,482.4,482.4,320.6,324.0,25
2024-02-29,389.4,392.0,389.4,392.0,2
2024-03-01,463.6,467.8,455.8,467.8,8
2024-03-04,515.6,515.6,452.0,495.2,10
2024-03-05,465.0,465.0,442.8,442.8,53
2024-03-06,422.0,481.8,422.0,445.6,6
2024-03-07,462.6,462.6,462.6,462.6,2
2024-03-08,415.2,431.2,373.0,431.2,15
2024-03-11,399.2,437.6,399.2,437.6,11
2024-03-12,498.2,500.4,498.2,500.4,10
2024-03-13,538.8,538.8,509.4,514.8,27
2024-03-14,497.0,502.6,457.2,480.0,62
2024-03-15,461.0,483.0,454.6,483.0,40
2024-03-18,540.2,625.0,540.2,625.0,10
2024-03-19,625.0,637.4,611.8,618.2,14
2024-03-21,643.2,643.2,643.2,643.2,3
2024-03-22,565.0,596.6,548.4,596.6,20
2024-03-25,524.0,555.2,457.0,457.0,27
2024-03-26,482.6,482.6,446.2,456.0,18
2024-03-27,389.0,391.0,331.8,331.8,15
2024-03-28,346.0,453.4,346.0,396.6,16
2024-03-29,421.0,437.0,386.0,429.2,71
2024-04-01,483.8,558.6,477.6,558.6,29
2024-04-02,523.0,523.0,481.6,510.2,41
2024-04-03,505.0,505.0,469.6,472.6,11
2024-04-08,423.2,452.2,373.2,373.2,23
2024-04-09,390.0,418.8,378.0,413.0,22
2024-04-10,365.0,365.0,329.0,335.4,19
2024-04-11,363.2,408.0,363.2,368.0,37
2024-04-12,379.0,379.0,313.6,313.6,27
2024-04-15,333.8,333.8,238.8,281.0,154
2024-04-16,274.6,283.8,179.8,184.8,601
2024-04-17,198.6,318.0,198.6,314.4,445
2024-04-18,292.2,377.2,273.2,312.2,489
2024-04-19,292.0,330.8,260.0,275.2,1654
2024-04-22,266.0,325.4,235.8,272.6,1090
2024-04-23,274.0,293.8,231.6,239.0,584
2024-04-24,264.0,322.0,236.0,318.2,564
2024-04-25,294.8,363.2,294.8,326.8,236
2024-04-26,318.0,433.0,318.0,422.2,452
2024-04-29,450.0,580.4,440.2,560.0,254
2024-04-30,575.8,577.0,489.6,503.0,123
2024-05-06,615.8,630.6,579.8,600.8,322
2024-05-07,597.0,624.8,585.6,604.8,87
2024-05-08,563.0,582.8,512.0,520.4,114
2024-05-09,539.8,631.6,539.8,619.0,189
2024-05-10,640.0,640.0,537.4,560.8,214
2024-05-13,495.0,551.0,462.0,505.0,140
2024-05-14,554.6,579.0,517.8,538.8,159
2024-05-15,515.0,547.0,482.0,482.0,65
2024-05-16,535.0,535.0,472.0,477.0,56
2024-05-17,495.0,519.6,487.8,512.8,122
