date,open,high,low,close,volume
2026-01-09,947.4,947.4,940.0,940.0,2
2026-01-12,823.6,853.0,719.0,736.2,21
2026-01-13,788.0,818.0,769.6,807.6,23
2026-01-14,722.8,844.0,663.4,769.8,21
2026-01-15,777.4,820.8,777.4,812.0,6
2026-01-16,729.4,779.8,729.2,779.8,14
2026-01-19,706.8,706.8,689.0,692.8,26
2026-01-20,695.6,814.6,695.6,788.6,15
2026-01-21,670.0,676.2,660.8,660.8,6
2026-01-22,660.2,660.2,637.6,637.6,6
2026-01-23,600.0,603.8,516.8,530.6,85
2026-01-26,489.4,679.0,489.4,637.0,91
2026-01-27,674.8,773.8,593.0,600.4,37
2026-01-28,619.0,661.0,581.0,600.8,43
2026-01-29,632.6,663.0,539.2,619.8,96
2026-01-30,628.4,811.8,628.4,688.4,28
2026-02-02,707.2,1015.0,707.2,994.4,78
2026-02-03,800.0,879.8,700.0,700.0,14
2026-02-04,750.0,800.2,696.0,699.2,39
2026-02-05,750.0,882.4,743.6,800.0,38
2026-02-06,880.0,930.4,731.2,801.2,47
2026-02-09,674.6,732.2,653.4,653.4,16
2026-02-10,652.6,660.2,625.8,636.6,28
2026-02-11,577.6,630.2,577.6,630.2,44
2026-02-12,605.2,646.6,547.2,552.6,64
2026-02-13,587.6,675.8,577.6,675.8,71
2026-02-24,576.2,591.6,498.2,559.4,67
2026-02-25,530.8,537.8,421.4,444.6,221
2026-02-26,446.2,474.4,398.0,401.8,296
2026-02-27,440.0,445.4,335.6,339.2,381
2026-03-02,390.2,492.0,352.2,403.0,457
2026-03-03,393.4,700.8,370.8,686.2,364
2026-03-04,722.0,766.0,607.4,751.2,257
2026-03-05,636.0,739.6,612.0,669.8,224
2026-03-06,678.8,711.6,569.2,596.2,157
2026-03-09,685.4,882.4,596.6,632.8,175
2026-03-10,512.6,569.2,486.8,494.8,222
2026-03-11,491.6,513.6,445.2,486.0,156
2026-03-12,515.4,586.0,468.0,523.8,193
2026-03-13,535.6,622.8,479.2,607.8,315
2026-03-16,612.0,734.2,610.6,623.8,224
2026-03-17,617.8,788.8,614.4,778.6,359
2026-03-18,755.8,827.2,705.4,715.4,129
2026-03-19,827.0,919.0,798.2,892.0,119
2026-03-20,831.8,921.4,828.8,911.2,71
