date,open,high,low,close,volume
2026-01-12,978.6,1025.6,883.8,889.0,17
2026-01-13,958.0,986.0,934.0,985.8,21
2026-01-14,884.6,1013.8,789.8,1013.8,67
2026-01-15,972.8,979.2,933.6,933.6,5
2026-01-16,912.2,990.2,912.2,990.2,4
2026-01-19,937.0,937.0,850.8,856.2,27
2026-01-20,900.0,972.6,900.0,972.6,6
2026-01-21,927.8,927.8,861.8,868.6,7
2026-01-22,794.2,826.4,794.2,826.4,7
2026-01-23,757.8,761.6,664.2,664.2,19
2026-01-26,666.0,851.8,666.0,826.4,26
2026-01-27,864.4,903.0,762.4,762.4,24
2026-01-28,774.2,805.0,758.4,758.4,10
2026-01-29,768.4,822.6,690.2,798.6,67
2026-01-30,839.8,1010.0,800.0,845.4,34
2026-02-02,956.4,1179.4,956.4,1179.4,21
2026-02-03,1006.6,1006.6,868.2,868.2,15
2026-02-04,912.8,999.6,867.8,867.8,23
2026-02-05,933.4,1056.0,933.4,978.8,13
2026-02-06,1039.0,1054.0,930.4,936.8,33
2026-02-09,882.2,882.2,831.0,831.0,2
2026-02-10,796.8,802.4,796.8,802.4,2
2026-02-11,798.0,798.0,798.0,798.0,1
2026-02-12,780.6,826.2,719.0,719.0,11
2026-02-13,765.6,853.0,743.8,853.0,18
2026-02-24,741.8,741.8,686.6,740.2,25
2026-02-25,655.6,655.6,602.4,622.8,39
2026-02-26,634.6,651.0,572.2,572.2,66
2026-02-27,613.0,613.0,499.2,500.2,99
2026-03-02,545.0,663.8,519.2,591.2,178
2026-03-03,560.2,887.6,560.2,887.2,379
2026-03-04,894.4,947.6,806.2,937.0,187
2026-03-05,801.8,937.2,801.8,902.6,154
2026-03-06,870.2,915.0,769.6,793.6,172
2026-03-09,967.6,1127.2,803.4,837.4,184
2026-03-10,716.0,753.4,681.2,701.6,146
2026-03-11,670.4,704.8,648.8,685.4,21
2026-03-12,705.6,785.0,670.8,721.8,72
2026-03-13,787.8,822.0,680.0,822.0,98
2026-03-16,830.4,943.0,807.2,823.0,187
2026-03-17,830.8,986.8,810.0,981.6,263
2026-03-18,962.0,1017.0,914.8,920.0,146
2026-03-19,998.2,1103.4,998.2,1096.6,78
2026-03-20,1032.2,1115.2,1025.2,1115.2,31
