date,open,high,low,close,volume
2025-07-21,881.8,881.8,836.8,871.6,26
2025-07-22,841.0,841.0,838.8,838.8,4
2025-07-23,834.2,834.2,796.6,834.0,23
2025-07-24,752.6,752.6,752.6,752.6,3
2025-07-25,772.0,772.0,772.0,772.0,1
2025-07-29,698.4,698.4,698.4,698.4,4
2025-07-30,762.6,762.6,721.6,721.6,2
2025-07-31,756.0,793.2,737.6,793.2,3
2025-08-01,778.6,796.8,746.0,796.8,7
2025-08-04,754.2,754.2,749.8,749.8,4
2025-08-05,664.4,683.4,653.0,653.0,7
2025-08-06,576.0,576.0,576.0,576.0,1
2025-08-07,575.0,577.4,575.0,577.4,2
2025-08-08,610.0,615.2,610.0,614.2,60
2025-08-11,539.2,539.4,461.4,491.8,70
2025-08-12,487.2,509.2,469.0,469.0,31
2025-08-13,441.6,446.0,374.6,384.2,355
2025-08-14,371.4,460.6,371.4,440.0,313
2025-08-15,435.4,435.4,325.8,333.6,1130
2025-08-18,304.0,329.0,263.2,306.0,3682
2025-08-19,307.0,308.0,265.4,282.8,3576
2025-08-20,311.2,333.4,243.0,243.0,3522
2025-08-21,238.0,302.6,228.2,282.0,7562
2025-08-22,282.0,282.0,190.6,194.4,11084
2025-08-25,165.0,188.8,138.8,158.4,14927
2025-08-26,171.0,175.8,127.6,149.8,9052
2025-08-27,141.0,212.2,105.4,211.8,15356
2025-08-28,208.4,280.0,155.2,160.2,20652
2025-08-29,169.0,209.6,147.2,154.4,16344
2025-09-01,149.4,168.0,117.8,132.6,13563
2025-09-02,135.0,249.0,128.8,195.4,17751
2025-09-03,186.0,268.0,167.6,245.6,15458
2025-09-04,245.6,434.8,202.8,357.4,10463
2025-09-05,341.8,356.6,175.8,182.4,5402
2025-09-08,178.0,206.8,133.6,153.2,10660
2025-09-09,165.2,227.8,138.6,190.8,11446
2025-09-10,189.8,210.4,124.6,186.4,11235
2025-09-11,188.2,239.4,65.0,65.0,21682
2025-09-12,68.8,70.8,39.0,48.2,27521
2025-09-15,42.8,57.2,35.0,48.6,19315
2025-09-16,40.0,62.0,15.0,18.0,27568
2025-09-17,19.6,23.0,6.6,9.4,17134
2025-09-18,6.0,16.2,0.8,6.2,21466
2025-09-19,5.8,5.8,0.2,0.2,11333
