date,open,high,low,close,volume
2024-06-25,180.0,213.2,180.0,205.2,10
2024-06-26,210.6,211.4,154.8,154.8,56
2024-06-27,168.0,195.0,168.0,186.4,68
2024-06-28,180.0,188.4,156.4,179.4,61
2024-07-01,174.0,196.4,159.0,165.0,62
2024-07-02,166.8,177.2,166.8,167.6,70
2024-07-03,174.6,179.0,163.6,176.2,66
2024-07-04,173.8,220.0,173.6,213.0,50
2024-07-05,237.4,237.4,194.6,194.6,50
2024-07-08,228.6,246.8,221.6,243.4,25
2024-07-09,225.0,225.0,208.8,208.8,15
2024-07-10,207.0,213.4,197.8,206.8,23
2024-07-11,191.0,191.0,179.6,179.6,12
2024-07-12,177.6,180.6,173.0,180.6,7
2024-07-15,192.0,193.8,189.4,193.8,13
2024-07-16,193.8,194.0,181.4,181.4,15
2024-07-17,196.2,200.0,194.4,199.2,40
2024-07-18,218.4,233.0,199.2,206.6,43
2024-07-19,209.0,218.0,184.6,195.8,11
2024-07-22,193.8,206.8,193.8,205.4,17
2024-07-23,206.6,251.8,206.6,251.8,39
2024-07-24,253.8,290.4,251.0,285.0,103
2024-07-25,299.0,300.6,264.0,286.0,32
2024-07-26,269.0,271.6,253.6,257.2,14
2024-07-29,261.8,261.8,257.0,257.4,9
2024-07-30,268.0,273.8,247.6,252.8,34
2024-07-31,222.4,222.8,167.6,167.6,31
2024-08-01,165.0,181.4,164.2,174.2,13
2024-08-02,183.8,199.2,173.6,199.2,24
2024-08-05,214.8,257.4,204.8,257.4,19
2024-08-06,225.2,241.6,221.8,227.8,40
2024-08-07,224.0,235.2,224.0,229.6,23
2024-08-08,250.8,252.6,216.6,219.8,44
2024-08-09,215.2,222.2,211.2,211.2,10
2024-08-12,245.4,246.4,245.4,246.4,2
2024-08-13,232.4,235.6,232.0,233.2,22
2024-08-14,232.4,242.0,228.6,240.0,19
2024-08-15,246.8,247.4,210.8,230.4,24
2024-08-16,223.0,231.4,222.6,229.0,22
2024-08-19,230.4,232.6,208.0,216.8,8
2024-08-20,231.0,252.2,231.0,252.2,18
2024-08-21,253.4,261.0,252.6,261.0,17
2024-08-22,263.2,279.6,263.2,279.6,7
2024-08-23,285.0,285.0,279.4,280.8,7
2024-08-26,283.6,283.6,263.6,271.2,31
2024-08-27,288.4,300.0,283.8,292.2,37
2024-08-28,295.0,300.4,286.8,286.8,10
2024-08-29,293.2,293.2,246.4,246.4,31
2024-08-30,252.0,252.0,193.8,214.0,43
2024-09-02,208.2,252.2,208.2,252.2,34
2024-09-03,241.4,250.6,229.8,240.6,16
2024-09-04,250.4,261.6,233.6,254.0,35
2024-09-05,250.0,250.0,230.4,237.8,40
2024-09-06,253.2,278.6,246.6,276.8,23
2024-09-09,278.8,296.6,263.4,296.6,12
2024-09-10,303.6,323.8,282.8,282.8,37
2024-09-11,300.2,302.0,284.0,294.8,29
2024-09-12,268.2,290.0,255.4,290.0,35
2024-09-13,300.0,300.0,288.8,300.0,7
2024-09-18,317.8,336.0,307.2,325.4,18
2024-09-19,319.4,319.4,265.6,281.8,38
2024-09-20,288.0,303.0,286.0,291.8,34
2024-09-23,291.8,291.8,262.4,274.6,77
2024-09-24,236.4,266.0,194.4,196.8,94
2024-09-25,162.0,167.0,149.0,0.0,38
2024-09-26,170.6,170.6,111.2,111.2,21
2024-09-27,83.4,120.0,74.6,74.6,83
2024-09-30,64.6,74.4,24.8,31.2,80
2024-10-08,100.0,100.0,23.6,28.0,91
2024-10-09,34.6,46.4,21.2,41.2,157
2024-10-10,36.2,42.4,36.0,40.2,47
2024-10-11,40.8,83.6,40.8,74.8,213
2024-10-14,59.4,87.4,46.2,46.4,61
2024-10-15,50.0,53.6,35.6,52.8,63
2024-10-16,54.4,56.8,43.8,52.6,73
2024-10-17,44.4,59.0,43.2,58.0,63
2024-10-18,55.0,55.2,42.0,44.2,58
2024-10-21,45.4,47.6,31.8,36.4,37
2024-10-22,37.2,38.2,24.8,27.2,75
2024-10-23,25.0,28.0,20.4,25.2,79
2024-10-24,23.4,28.6,22.2,26.0,91
2024-10-25,23.0,24.8,16.4,17.4,93
2024-10-28,17.2,19.0,13.4,13.6,126
2024-10-29,14.4,19.2,14.2,16.6,96
2024-10-30,18.8,21.0,16.0,18.0,118
2024-10-31,17.6,20.8,16.0,16.8,109
2024-11-01,16.2,27.6,16.2,26.2,79
2024-11-04,26.6,27.0,19.4,19.4,43
2024-11-05,18.8,21.0,14.6,18.4,130
2024-11-06,17.2,18.8,14.0,16.8,177
2024-11-07,19.0,20.8,16.8,17.2,164
2024-11-08,15.4,20.2,14.0,16.6,133
2024-11-11,18.6,18.6,14.4,14.8,97
2024-11-12,14.2,15.0,10.6,13.2,254
2024-11-13,14.8,18.0,13.0,13.4,53
2024-11-14,15.0,15.4,14.0,14.6,22
2024-11-15,14.4,16.6,12.4,14.6,82
2024-11-18,13.2,16.8,13.2,16.2,106
2024-11-19,13.8,20.4,13.8,15.0,54
2024-11-20,14.2,16.6,12.8,14.6,114
2024-11-21,12.8,15.2,12.8,15.2,31
2024-11-22,14.4,16.4,12.8,16.4,100
2024-11-25,17.0,21.2,16.4,17.8,75
2024-11-26,18.8,21.0,16.0,20.0,75
2024-11-27,21.2,25.8,15.2,15.2,65
2024-11-28,16.2,17.4,13.8,14.6,23
2024-11-29,15.6,16.0,12.6,13.0,17
2024-12-02,13.8,14.2,13.0,13.0,7
2024-12-03,12.4,13.8,12.4,13.8,6
2024-12-04,13.6,14.4,12.8,14.4,18
2024-12-05,13.4,14.6,13.0,13.2,15
2024-12-06,14.0,14.0,11.0,12.2,55
2024-12-09,10.8,12.0,10.6,12.0,42
2024-12-10,8.4,11.4,8.4,8.4,110
2024-12-11,7.8,9.6,7.0,7.0,114
2024-12-12,8.0,8.8,7.8,8.4,23
2024-12-13,7.8,9.4,6.8,7.2,42
2024-12-16,7.4,8.4,7.2,7.4,63
2024-12-17,8.4,9.2,7.2,8.6,120
2024-12-18,8.6,9.4,7.8,8.2,116
2024-12-19,7.8,9.2,7.6,8.8,265
2024-12-20,8.6,9.0,7.2,7.6,59
2024-12-23,8.6,8.6,6.6,7.4,215
2024-12-24,7.4,9.0,7.2,8.4,198
2024-12-25,8.2,9.4,6.8,8.6,238
2024-12-26,7.8,9.6,7.8,8.0,138
2024-12-27,8.2,8.6,7.0,7.2,185
2024-12-30,6.6,6.6,5.6,6.4,115
2024-12-31,6.6,6.6,4.8,6.4,174
2025-01-02,6.4,8.0,5.2,7.8,206
2025-01-03,6.4,12.0,6.4,9.4,222
2025-01-06,10.0,20.0,10.0,17.6,284
2025-01-07,16.8,19.8,15.0,15.0,256
2025-01-08,15.4,22.8,13.6,14.6,212
2025-01-09,13.4,18.0,12.8,16.4,215
2025-01-10,16.6,19.6,13.8,19.0,205
2025-01-13,21.4,26.0,19.0,20.0,88
2025-01-14,19.0,19.8,10.0,10.4,113
2025-01-15,10.8,15.4,10.2,11.4,125
2025-01-16,9.0,11.6,7.6,9.8,295
2025-01-17,10.6,12.0,9.4,9.4,194
2025-01-20,7.2,9.2,6.4,7.4,140
2025-01-21,6.0,8.0,6.0,7.6,87
2025-01-22,7.2,9.4,6.6,8.0,162
2025-01-23,6.8,7.2,5.4,7.0,206
2025-01-24,5.8,5.8,4.6,4.8,94
2025-01-27,5.0,6.2,4.2,6.2,87
2025-02-05,6.2,6.2,2.8,3.0,153
2025-02-06,2.6,2.8,2.4,2.4,55
2025-02-07,2.6,2.6,2.4,2.4,10
2025-02-10,2.4,2.4,2.0,2.0,8
2025-02-11,1.8,2.2,1.8,2.0,19
2025-02-12,2.2,2.2,1.8,1.8,10
2025-02-13,2.2,2.2,2.0,2.0,6
2025-02-14,2.0,2.0,1.8,1.8,4
2025-02-17,1.8,1.8,1.8,1.8,3
2025-02-18,1.8,2.0,1.8,2.0,30
2025-02-19,2.2,2.2,1.6,1.6,28
