date,open,high,low,close,volume
2025-02-26,647.6,647.6,647.6,647.6,1
2025-03-12,582.2,582.2,581.8,581.8,2
2025-03-14,575.4,575.4,561.6,561.6,3
2025-03-18,548.6,548.6,548.6,548.6,1
2025-03-20,571.2,571.2,571.2,571.2,1
2025-03-24,684.2,685.4,684.2,685.4,2
2025-03-25,711.0,751.6,710.6,751.6,6
2025-03-26,708.0,708.0,708.0,708.0,1
2025-03-27,786.2,787.2,672.8,672.8,8
2025-03-28,695.6,747.0,695.6,747.0,14
2025-03-31,791.6,840.2,780.6,836.0,18
2025-04-01,747.2,764.6,747.2,764.6,4
2025-04-02,699.0,720.4,699.0,720.4,7
2025-04-03,753.0,819.4,753.0,802.8,6
2025-04-07,1051.0,1418.8,500.0,1418.8,17
2025-04-08,1501.4,1590.4,1501.4,1590.4,10
2025-04-09,1490.2,1490.2,1351.8,1351.8,28
2025-04-10,1135.6,1215.2,1135.6,1215.2,12
2025-04-11,1193.4,1193.4,1095.6,1146.0,21
2025-04-14,1065.8,1093.0,1060.8,1093.0,9
2025-04-15,1115.8,1115.8,1114.4,1114.4,2
2025-04-16,1212.2,1238.0,1212.2,1238.0,4
2025-04-17,1166.8,1166.8,1101.2,1101.2,4
2025-04-18,1200.0,1200.0,1125.0,1127.0,9
2025-04-21,1082.6,1082.6,1026.6,1026.6,6
2025-04-22,1050.0,1051.4,1000.0,1000.0,16
2025-04-23,979.6,1004.0,979.6,1004.0,2
2025-04-24,1066.8,1066.8,1042.8,1042.8,10
2025-04-28,1072.8,1094.0,1072.0,1072.0,10
2025-04-29,1038.6,1038.6,1038.6,1038.6,3
2025-04-30,985.0,986.8,985.0,986.8,5
2025-05-06,864.6,864.6,864.6,864.6,2
2025-05-07,752.4,814.0,740.4,814.0,23
2025-05-08,762.6,773.6,762.6,773.6,7
2025-05-09,843.8,849.4,843.8,849.4,6
2025-05-12,795.6,795.6,795.6,795.6,1
2025-05-13,726.0,751.0,726.0,751.0,5
2025-05-14,787.4,798.2,784.8,790.0,14
2025-05-16,842.2,842.2,800.6,805.2,13
