date,instrument_id,ivix_close,ivix_open,ivix_high,ivix_low,source
2025-12-01,1000INDEX,20.151104888719704,20.151104888719704,20.151104888719704,20.151104888719704,sina:option_cffex_zz1000_daily_sina
2025-12-02,1000INDEX,20.209830783476004,20.209830783476004,20.209830783476004,20.209830783476004,sina:option_cffex_zz1000_daily_sina
2025-12-03,1000INDEX,20.12288078394895,20.12288078394895,20.12288078394895,20.12288078394895,sina:option_cffex_zz1000_daily_sina
2026-01-12,1000INDEX,27.243210338246936,27.243210338246936,27.243210338246936,27.243210338246936,sina:option_cffex_zz1000_daily_sina
2026-01-13,1000INDEX,25.790748097489434,25.790748097489434,25.790748097489434,25.790748097489434,sina:option_cffex_zz1000_daily_sina
2026-01-14,1000INDEX,25.930375151921886,25.930375151921886,25.930375151921886,25.930375151921886,sina:option_cffex_zz1000_daily_sina
2026-01-15,1000INDEX,24.774451438858662,24.774451438858662,24.774451438858662,24.774451438858662,sina:option_cffex_zz1000_daily_sina
2026-01-16,1000INDEX,21.679787855919763,21.679787855919763,21.679787855919763,21.679787855919763,sina:option_cffex_zz1000_daily_sina
2026-01-19,1000INDEX,20.603802948885335,20.603802948885335,20.603802948885335,20.603802948885335,sina:option_cffex_zz1000_daily_sina
2026-01-20,1000INDEX,19.52461730916163,19.52461730916163,19.52461730916163,19.52461730916163,sina:option_cffex_zz1000_daily_sina
2026-01-21,1000INDEX,19.933708262903007,19.933708262903007,19.933708262903007,19.933708262903007,sina:option_cffex_zz1000_daily_sina
2026-01-22,1000INDEX,20.325145673678108,20.325145673678108,20.325145673678108,20.325145673678108,sina:option_cffex_zz1000_daily_sina
2026-01-23,1000INDEX,23.0665070764625,23.0665070764625,23.0665070764625,23.0665070764625,sina:option_cffex_zz1000_daily_sina
2026-01-26,1000INDEX,24.66715858216255,24.66715858216255,24.66715858216255,24.66715858216255,sina:option_cffex_zz1000_daily_sina
2026-01-27,1000INDEX,24.833649515758523,24.833649515758523,24.833649515758523,24.833649515758523,sina:option_cffex_zz1000_daily_sina
2026-01-28,1000INDEX,25.133368697301332,25.133368697301332,25.133368697301332,25.133368697301332,sina:option_cffex_zz1000_daily_sina
2026-01-29,1000INDEX,24.3428120534953,24.3428120534953,24.3428120534953,24.3428120534953,sina:option_cffex_zz1000_daily_sina
2026-01-30,1000INDEX,25.44666281979877,25.44666281979877,25.44666281979877,25.44666281979877,sina:option_cffex_zz1000_daily_sina
2026-02-02,1000INDEX,33.64417326131524,33.64417326131524,33.64417326131524,33.64417326131524,sina:option_cffex_zz1000_daily_sina
2026-02-03,1000INDEX,27.002510900711197,27.002510900711197,27.002510900711197,27.002510900711197,sina:option_cffex_zz1000_daily_sina
2026-02-04,1000INDEX,25.91815019204104,25.91815019204104,25.91815019204104,25.91815019204104,sina:option_cffex_zz1000_daily_sina
2026-02-05,1000INDEX,27.125961012370915,27.125961012370915,27.125961012370915,27.125961012370915,sina:option_cffex_zz1000_daily_sina
2026-02-06,1000INDEX,27.852789965526885,27.852789965526885,27.852789965526885,27.852789965526885,sina:option_cffex_zz1000_daily_sina
2026-02-09,1000INDEX,27.094792170140554,27.094792170140554,27.094792170140554,27.094792170140554,sina:option_cffex_zz1000_daily_sina
2026-02-12,1000INDEX,25.66900063795621,25.66900063795621,25.66900063795621,25.66900063795621,sina:option_cffex_zz1000_daily_sina
2026-02-13,1000INDEX,27.49323118317265,27.49323118317265,27.49323118317265,27.49323118317265,sina:option_cffex_zz1000_daily_sina
2026-02-25,1000INDEX,23.64783017428722,23.64783017428722,23.64783017428722,23.64783017428722,sina:option_cffex_zz1000_daily_sina
2026-02-27,1000INDEX,23.181737783902072,23.181737783902072,23.181737783902072,23.181737783902072,sina:option_cffex_zz1000_daily_sina
2026-03-02,1000INDEX,24.055181528651335,24.055181528651335,24.055181528651335,24.055181528651335,sina:option_cffex_zz1000_daily_sina
2026-03-03,1000INDEX,27.010853760470166,27.010853760470166,27.010853760470166,27.010853760470166,sina:option_cffex_zz1000_daily_sina
2026-03-04,1000INDEX,27.442631098628794,27.442631098628794,27.442631098628794,27.442631098628794,sina:option_cffex_zz1000_daily_sina
2026-03-05,1000INDEX,24.856105771180665,24.856105771180665,24.856105771180665,24.856105771180665,sina:option_cffex_zz1000_daily_sina
2026-03-06,1000INDEX,24.082044462968636,24.082044462968636,24.082044462968636,24.082044462968636,sina:option_cffex_zz1000_daily_sina
2026-03-09,1000INDEX,26.254040783306092,26.254040783306092,26.254040783306092,26.254040783306092,sina:option_cffex_zz1000_daily_sina
2026-03-10,1000INDEX,24.524740154094804,24.524740154094804,24.524740154094804,24.524740154094804,sina:option_cffex_zz1000_daily_sina
2026-03-12,1000INDEX,25.84767170651261,25.84767170651261,25.84767170651261,25.84767170651261,sina:option_cffex_zz1000_daily_sina
2026-03-16,1000INDEX,25.88433210302934,25.88433210302934,25.88433210302934,25.88433210302934,sina:option_cffex_zz1000_daily_sina
2026-03-17,1000INDEX,26.335604701310217,26.335604701310217,26.335604701310217,26.335604701310217,sina:option_cffex_zz1000_daily_sina
2026-03-18,1000INDEX,24.875265370227368,24.875265370227368,24.875265370227368,24.875265370227368,sina:option_cffex_zz1000_daily_sina
2026-03-19,1000INDEX,26.692574806866848,26.692574806866848,26.692574806866848,26.692574806866848,sina:option_cffex_zz1000_daily_sina
2026-03-20,1000INDEX,26.77034453272229,26.77034453272229,26.77034453272229,26.77034453272229,sina:option_cffex_zz1000_daily_sina
2026-03-23,1000INDEX,33.038290362803934,33.038290362803934,33.038290362803934,33.038290362803934,sina:option_cffex_zz1000_daily_sina
2026-03-24,1000INDEX,29.18256186768326,29.18256186768326,29.18256186768326,29.18256186768326,sina:option_cffex_zz1000_daily_sina
2026-03-25,1000INDEX,27.069034839920636,27.069034839920636,27.069034839920636,27.069034839920636,sina:option_cffex_zz1000_daily_sina
2026-03-26,1000INDEX,28.29875886123276,28.29875886123276,28.29875886123276,28.29875886123276,sina:option_cffex_zz1000_daily_sina
