trade_date,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2026/03/27,MO2606-C-5200,认购,5200.0,2026/06/22 0:00,2358.6
2026/03/27,MO2606-C-5400,认购,5400.0,2026/06/22 0:00,2182.0
2026/03/27,MO2606-C-5600,认购,5600.0,2026/06/22 0:00,1939.2
2026/03/27,MO2606-C-5800,认购,5800.0,2026/06/22 0:00,1641.4
2026/03/27,MO2606-C-6000,认购,6000.0,2026/06/22 0:00,1501.0
2026/03/27,MO2606-C-6200,认购,6200.0,2026/06/22 0:00,1415.0
2026/03/27,MO2606-C-6400,认购,6400.0,2026/06/22 0:00,1230.0
2026/03/27,MO2606-C-6600,认购,6600.0,2026/06/22 0:00,1030.4
2026/03/27,MO2606-C-6700,认购,6700.0,2026/06/22 0:00,910.2
2026/03/27,MO2606-C-6800,认购,6800.0,2026/06/22 0:00,870.4
2026/03/27,MO2606-C-6900,认购,6900.0,2026/06/22 0:00,799.8
2026/03/27,MO2606-C-7000,认购,7000.0,2026/06/22 0:00,720.0
2026/03/27,MO2606-C-7100,认购,7100.0,2026/06/22 0:00,648.0
2026/03/27,MO2606-C-7200,认购,7200.0,2026/06/22 0:00,598.4
2026/03/27,MO2606-C-7300,认购,7300.0,2026/06/22 0:00,510.0
2026/03/27,MO2606-C-7400,认购,7400.0,2026/06/22 0:00,448.6
2026/03/27,MO2606-C-7500,认购,7500.0,2026/06/22 0:00,390.0
2026/03/27,MO2606-C-7600,认购,7600.0,2026/06/22 0:00,345.6
2026/03/27,MO2606-C-7700,认购,7700.0,2026/06/22 0:00,294.8
2026/03/27,MO2606-C-7800,认购,7800.0,2026/06/22 0:00,259.8
2026/03/27,MO2606-C-7900,认购,7900.0,2026/06/22 0:00,218.0
2026/03/27,MO2606-C-8000,认购,8000.0,2026/06/22 0:00,190.0
2026/03/27,MO2606-C-8100,认购,8100.0,2026/06/22 0:00,157.6
2026/03/27,MO2606-C-8200,认购,8200.0,2026/06/22 0:00,136.8
2026/03/27,MO2606-C-8300,认购,8300.0,2026/06/22 0:00,115.6
2026/03/27,MO2606-C-8400,认购,8400.0,2026/06/22 0:00,100.0
2026/03/27,MO2606-C-8500,认购,8500.0,2026/06/22 0:00,83.6
2026/03/27,MO2606-C-8600,认购,8600.0,2026/06/22 0:00,72.4
2026/03/27,MO2606-C-8800,认购,8800.0,2026/06/22 0:00,52.2
2026/03/27,MO2606-C-9000,认购,9000.0,2026/06/22 0:00,40.2
2026/03/27,MO2606-C-9200,认购,9200.0,2026/06/22 0:00,31.4
2026/03/27,MO2606-C-9400,认购,9400.0,2026/06/22 0:00,25.0
2026/03/27,MO2606-C-9600,认购,9600.0,2026/06/22 0:00,20.8
2026/03/27,MO2606-P-5200,认沽,5200.0,2026/06/22 0:00,19.6
2026/03/27,MO2606-P-5400,认沽,5400.0,2026/06/22 0:00,24.8
2026/03/27,MO2606-P-5600,认沽,5600.0,2026/06/22 0:00,33.0
2026/03/27,MO2606-P-5800,认沽,5800.0,2026/06/22 0:00,41.8
2026/03/27,MO2606-P-6000,认沽,6000.0,2026/06/22 0:00,52.6
2026/03/27,MO2606-P-6200,认沽,6200.0,2026/06/22 0:00,70.0
2026/03/27,MO2606-P-6400,认沽,6400.0,2026/06/22 0:00,87.2
2026/03/27,MO2606-P-6600,认沽,6600.0,2026/06/22 0:00,117.0
2026/03/27,MO2606-P-6700,认沽,6700.0,2026/06/22 0:00,134.6
2026/03/27,MO2606-P-6800,认沽,6800.0,2026/06/22 0:00,152.8
2026/03/27,MO2606-P-6900,认沽,6900.0,2026/06/22 0:00,173.8
2026/03/27,MO2606-P-7000,认沽,7000.0,2026/06/22 0:00,199.4
2026/03/27,MO2606-P-7100,认沽,7100.0,2026/06/22 0:00,220.6
2026/03/27,MO2606-P-7200,认沽,7200.0,2026/06/22 0:00,257.2
2026/03/27,MO2606-P-7300,认沽,7300.0,2026/06/22 0:00,289.0
2026/03/27,MO2606-P-7400,认沽,7400.0,2026/06/22 0:00,335.2
2026/03/27,MO2606-P-7500,认沽,7500.0,2026/06/22 0:00,378.2
2026/03/27,MO2606-P-7600,认沽,7600.0,2026/06/22 0:00,424.0
2026/03/27,MO2606-P-7700,认沽,7700.0,2026/06/22 0:00,473.8
2026/03/27,MO2606-P-7800,认沽,7800.0,2026/06/22 0:00,532.0
2026/03/27,MO2606-P-7900,认沽,7900.0,2026/06/22 0:00,575.4
2026/03/27,MO2606-P-8000,认沽,8000.0,2026/06/22 0:00,669.4
2026/03/27,MO2606-P-8100,认沽,8100.0,2026/06/22 0:00,741.4
2026/03/27,MO2606-P-8200,认沽,8200.0,2026/06/22 0:00,817.0
2026/03/27,MO2606-P-8300,认沽,8300.0,2026/06/22 0:00,860.8
2026/03/27,MO2606-P-8400,认沽,8400.0,2026/06/22 0:00,978.8
2026/03/27,MO2606-P-8500,认沽,8500.0,2026/06/22 0:00,1152.6
2026/03/27,MO2606-P-8600,认沽,8600.0,2026/06/22 0:00,1146.8
2026/03/27,MO2606-P-8800,认沽,8800.0,2026/06/22 0:00,1303.2
2026/03/27,MO2606-P-9000,认沽,9000.0,2026/06/22 0:00,1570.0
2026/03/27,MO2606-P-9200,认沽,9200.0,2026/06/22 0:00,1746.4
2026/03/27,MO2606-P-9400,认沽,9400.0,2026/06/22 0:00,1858.6
2026/03/27,MO2606-P-9600,认沽,9600.0,2026/06/22 0:00,2093.2
