trade_date,SEC_NAME,EXE_MODE,EXE_PRICE,EXE_ENDDATE,CLOSE
2026/03/27,MO2604-C-6600,认购,6600.0,2026/04/17 0:00,1099.0
2026/03/27,MO2604-C-6700,认购,6700.0,2026/04/17 0:00,1002.4
2026/03/27,MO2604-C-6800,认购,6800.0,2026/04/17 0:00,908.4
2026/03/27,MO2604-C-6900,认购,6900.0,2026/04/17 0:00,808.6
2026/03/27,MO2604-C-7000,认购,7000.0,2026/04/17 0:00,739.2
2026/03/27,MO2604-C-7100,认购,7100.0,2026/04/17 0:00,625.4
2026/03/27,MO2604-C-7200,认购,7200.0,2026/04/17 0:00,549.8
2026/03/27,MO2604-C-7300,认购,7300.0,2026/04/17 0:00,474.4
2026/03/27,MO2604-C-7400,认购,7400.0,2026/04/17 0:00,393.8
2026/03/27,MO2604-C-7500,认购,7500.0,2026/04/17 0:00,318.2
2026/03/27,MO2604-C-7600,认购,7600.0,2026/04/17 0:00,251.8
2026/03/27,MO2604-C-7700,认购,7700.0,2026/04/17 0:00,186.2
2026/03/27,MO2604-C-7800,认购,7800.0,2026/04/17 0:00,130.6
2026/03/27,MO2604-C-7900,认购,7900.0,2026/04/17 0:00,91.0
2026/03/27,MO2604-C-8000,认购,8000.0,2026/04/17 0:00,59.8
2026/03/27,MO2604-C-8100,认购,8100.0,2026/04/17 0:00,36.2
2026/03/27,MO2604-C-8200,认购,8200.0,2026/04/17 0:00,22.4
2026/03/27,MO2604-C-8300,认购,8300.0,2026/04/17 0:00,14.6
2026/03/27,MO2604-C-8400,认购,8400.0,2026/04/17 0:00,9.2
2026/03/27,MO2604-C-8500,认购,8500.0,2026/04/17 0:00,7.4
2026/03/27,MO2604-C-8600,认购,8600.0,2026/04/17 0:00,5.6
2026/03/27,MO2604-C-8700,认购,8700.0,2026/04/17 0:00,4.8
2026/03/27,MO2604-C-8800,认购,8800.0,2026/04/17 0:00,4.4
2026/03/27,MO2604-C-8900,认购,8900.0,2026/04/17 0:00,4.2
2026/03/27,MO2604-C-9000,认购,9000.0,2026/04/17 0:00,3.8
2026/03/27,MO2604-C-9100,认购,9100.0,2026/04/17 0:00,3.4
2026/03/27,MO2604-C-9200,认购,9200.0,2026/04/17 0:00,3.4
2026/03/27,MO2604-C-9300,认购,9300.0,2026/04/17 0:00,3.4
2026/03/27,MO2604-C-9400,认购,9400.0,2026/04/17 0:00,3.0
2026/03/27,MO2604-C-9500,认购,9500.0,2026/04/17 0:00,3.0
2026/03/27,MO2604-P-6600,认沽,6600.0,2026/04/17 0:00,16.6
2026/03/27,MO2604-P-6700,认沽,6700.0,2026/04/17 0:00,21.8
2026/03/27,MO2604-P-6800,认沽,6800.0,2026/04/17 0:00,28.4
2026/03/27,MO2604-P-6900,认沽,6900.0,2026/04/17 0:00,35.0
2026/03/27,MO2604-P-7000,认沽,7000.0,2026/04/17 0:00,44.4
2026/03/27,MO2604-P-7100,认沽,7100.0,2026/04/17 0:00,53.8
2026/03/27,MO2604-P-7200,认沽,7200.0,2026/04/17 0:00,67.8
2026/03/27,MO2604-P-7300,认沽,7300.0,2026/04/17 0:00,84.8
2026/03/27,MO2604-P-7400,认沽,7400.0,2026/04/17 0:00,102.2
2026/03/27,MO2604-P-7500,认沽,7500.0,2026/04/17 0:00,126.6
2026/03/27,MO2604-P-7600,认沽,7600.0,2026/04/17 0:00,158.2
2026/03/27,MO2604-P-7700,认沽,7700.0,2026/04/17 0:00,188.4
2026/03/27,MO2604-P-7800,认沽,7800.0,2026/04/17 0:00,241.8
2026/03/27,MO2604-P-7900,认沽,7900.0,2026/04/17 0:00,285.0
2026/03/27,MO2604-P-8000,认沽,8000.0,2026/04/17 0:00,367.6
2026/03/27,MO2604-P-8100,认沽,8100.0,2026/04/17 0:00,443.6
2026/03/27,MO2604-P-8200,认沽,8200.0,2026/04/17 0:00,524.6
2026/03/27,MO2604-P-8300,认沽,8300.0,2026/04/17 0:00,613.2
2026/03/27,MO2604-P-8400,认沽,8400.0,2026/04/17 0:00,750.0
2026/03/27,MO2604-P-8500,认沽,8500.0,2026/04/17 0:00,819.6
2026/03/27,MO2604-P-8600,认沽,8600.0,2026/04/17 0:00,923.0
2026/03/27,MO2604-P-8700,认沽,8700.0,2026/04/17 0:00,1021.6
2026/03/27,MO2604-P-8800,认沽,8800.0,2026/04/17 0:00,1088.6
2026/03/27,MO2604-P-8900,认沽,8900.0,2026/04/17 0:00,1219.8
2026/03/27,MO2604-P-9000,认沽,9000.0,2026/04/17 0:00,1327.6
2026/03/27,MO2604-P-9100,认沽,9100.0,2026/04/17 0:00,1420.2
2026/03/27,MO2604-P-9200,认沽,9200.0,2026/04/17 0:00,1555.4
2026/03/27,MO2604-P-9300,认沽,9300.0,2026/04/17 0:00,1723.2
2026/03/27,MO2604-P-9400,认沽,9400.0,2026/04/17 0:00,1828.0
2026/03/27,MO2604-P-9500,认沽,9500.0,2026/04/17 0:00,1821.0
