date,ivix_50,ivix_1000,csi1000_close,spread_1000_50,ratio_1000_50,z_20_spread,z_60_spread,z_60_ivix_1000,d1_ivix_1000,d3_ivix_1000,ivix_1000_ma20,spread_ma20,csi1000_ma5,csi1000_ma10,csi1000_ma20
2022-08-12,19.174,21.013,7228.83,1.8390000000000022,1.0959111296547408,,,,-0.07853885283283624,-0.14758021986937642,,,7223.781999999999,7122.432000000001,
2022-08-15,19.43,21.501,7283.5,2.0710000000000015,1.1065877509006692,,,,0.023223718650359215,-0.12608218509937807,,,7245.259999999999,7132.736999999999,
2022-08-16,19.167,21.586,7324.62,2.418999999999997,1.1262065007565085,,,,0.0039533044974651155,-0.05341168216102443,,,7268.704,7169.401,
2022-08-17,18.918,20.92,7328.67,2.0020000000000024,1.1058251400782324,,,,-0.030853330862596007,-0.004425831628039778,,,7292.022,7210.601000000001,
2022-08-18,19.488,22.082,7351.44,2.594000000000001,1.133107553366174,-0.5396749765450995,,,0.05554493307839392,0.027021998976791695,23.6678,3.3225000000000002,7303.411999999999,7249.714,7144.527
2022-08-19,18.76,21.701,7234.41,2.940999999999999,1.1567697228144989,-0.2317191723561625,,,-0.017253871931890208,0.005327527100898788,23.535850000000003,3.2484500000000005,7304.528,7264.155000000001,7154.5175
2022-08-22,18.349,21.369,7288.58,3.0199999999999996,1.1645866259741675,-0.15250722958521734,,,-0.015298834155108132,0.02146271510516251,23.406699999999997,3.2222,7305.544,7275.401999999999,7171.500999999999
2022-08-23,18.027,21.705,7306.02,3.6779999999999973,1.204027292394741,0.3180644744611214,,,0.01572371191913513,-0.017072728919482083,23.372449999999997,3.2554000000000003,7301.823999999999,7285.264,7185.431
2022-08-24,18.92,23.319,7039.41,4.398999999999997,1.232505285412262,0.7945638410920957,,,0.07436074637180368,0.07455877609326755,23.406100000000002,3.325449999999999,7243.972,7267.997,7182.43
2022-08-25,17.85,22.683,7016.31,4.832999999999998,1.2707563025210082,1.2454057679857655,,,-0.02727389682233372,0.0614909448266181,23.257299999999997,3.26915,7176.945999999999,7240.178999999999,7175.7355
2022-08-26,17.01815914,22.074,6980.18,5.05584086,1.2970850618100402,1.277511957616437,,,-0.02684830048935316,0.017000691085003572,23.1522,3.378642043,7126.1,7215.314,7168.873000000001
2022-08-29,17.687,23.625,7021.31,5.937999999999999,1.335726804998021,1.6927400847449805,,,0.07026365860288109,0.013122346584330424,23.096,3.516592043,7072.646000000001,7189.094999999999,7160.916
2022-08-30,17.416,23.87,6976.72,6.454000000000001,1.3705787781350482,1.842350993251475,,,0.010370370370370363,0.052329938720627744,22.970750000000002,3.7885420429999996,7006.786,7154.305,7161.853
2022-08-31,17.566,23.253,6750.74,5.687000000000001,1.323750426961175,1.1848697542213715,,,-0.02584834520318391,0.05341125305789607,22.85045,3.9634420429999997,6949.052000000001,7096.512,7153.556500000001
2022-09-01,17.853,23.428,6717.1,5.574999999999999,1.312272447207752,1.026829775973818,,,0.007525910635186817,-0.008338624338624312,22.74935,4.036192043,6889.210000000001,7033.0779999999995,7141.396000000001
2022-09-02,18.29,23.639,6776.83,5.349,1.2924548933843631,0.8085883949183624,,,0.009006317227249427,-0.00967741935483879,22.7657,4.1158920430000006,6848.539999999999,6987.32,7125.7375
2022-09-05,19.14,24.262,6791.09,5.122,1.26760710553814,0.6953287460270495,,,0.026354752739117693,0.04339225046230588,22.7044,4.083092043,6802.496000000001,6937.571000000001,7106.486499999999
2022-09-06,18.098,20.851,6919.65,2.753,1.152116255939883,-0.8062078103552562,,,-0.14059022339460892,-0.10999658528256795,22.514400000000002,3.9606920429999994,6791.082,6898.933999999999,7092.099
2022-09-07,17.95,19.63,6963.52,1.6799999999999997,1.0935933147632313,-1.3565589843003334,,,-0.058558342525538376,-0.16959262236135197,22.26575,3.8103920429999993,6833.638000000001,6891.344999999999,7079.671
2022-09-08,17.493,17.918,6897.1,0.4250000000000007,1.0242954324586977,-1.8858289132123502,,,-0.08721344880285276,-0.2614788558239223,22.021449999999998,3.691742042999999,6869.638000000001,6879.424000000001,7059.8015
2022-09-09,16.964,19.0,6913.58,2.0360000000000014,1.1200188634755954,-0.9674134272797401,,,0.06038620381739035,-0.0887727207328185,21.9208,3.7015920429999993,6896.988,6872.764,7044.039
2022-09-13,17.174,20.612,6904.08,3.437999999999999,1.2001863281704903,-0.19756219618119744,,,0.08484210526315783,0.0500254712175241,21.87635,3.7699420429999995,6919.586,6861.041,7025.068000000001
2022-09-14,17.241,20.504,6829.56,3.2630000000000017,1.1892581636796011,-0.3318315069756613,,,-0.005239666213855854,0.144324143319567,21.82225,3.812142043,6901.568000000001,6846.325,7000.3150000000005
2022-09-15,17.59,22.802,6619.19,5.212,1.296304718590108,0.7624541079907015,,,0.11207569254779548,0.20010526315789479,21.91635,3.9726420429999996,6832.702,6833.17,6964.841
2022-09-16,19.0,22.2,6481.24,3.1999999999999993,1.1684210526315788,-0.5006062349378811,,,-0.026401192877817725,0.07704249951484576,21.92225,4.002942043,6749.530000000001,6809.584,6921.331
2022-09-19,18.97,19.13,6399.8,0.16000000000000014,1.0084343700579863,-2.0481977667539337,,,-0.13828828828828832,-0.06701131486539225,21.793699999999998,3.863892043,6646.774,6771.880999999999,6879.600499999999
2022-09-20,18.49,22.55,6482.13,4.060000000000002,1.2195781503515415,0.08016042386064076,,,0.17877679038159977,-0.011051662134900386,21.85275,3.9158920430000004,6562.384,6740.985000000001,6839.278
2022-09-21,19.42,23.18,6480.6,3.759999999999998,1.1936148300720906,-0.08901964014531906,,,0.027937915742793695,0.04414414414414414,21.9265,3.9199920429999997,6492.592000000001,6697.08,6798.007
2022-09-22,19.63,23.13,6487.27,3.5,1.1782985226693836,-0.2088326271707177,,,-0.002157031924072461,0.20909566126502876,21.91705,3.8750420429999997,6466.2080000000005,6649.455,6770.4
2022-09-23,19.2,22.97,6363.68,3.7699999999999996,1.1963541666666666,-0.02912455015011577,,,-0.006917423259835687,0.018625277161862464,21.931400000000004,3.8218920429999996,6442.696000000001,6596.113,6737.7685
2022-09-26,20.11,24.09,6283.59,3.9800000000000004,1.1979114868224765,0.12049329908363109,,,0.04875925119721369,0.03925798101811906,22.0322,3.7680999999999996,6419.454,6533.114,6702.939
2022-09-27,18.88,23.76,6409.78,4.880000000000003,1.2584745762711866,0.6831703329704815,,,-0.013698630136986245,0.027237354085603238,22.03895,3.7152000000000007,6404.984,6483.684,6672.3625
2022-09-28,19.56,24.44,6211.11,4.880000000000003,1.2494887525562373,0.7746053718690084,,,0.028619528619528545,0.06399651719634325,22.06745,3.6365000000000003,6351.086,6421.839,6634.082
2022-09-29,20.39411041,24.33,6228.78,3.9358895899999986,1.1929914818971503,0.2522835828208179,,,-0.0045008183306056715,0.00996264009962644,22.121299999999998,3.5489444795000002,6299.388,6382.798000000001,6607.9839999999995
2022-09-30,19.13,24.48,6124.86,5.350000000000001,1.2796654469419761,1.1931851584335067,,,0.006165228113440335,0.030303030303030276,22.1739,3.5376944795,6251.624,6347.16,6578.372
2022-10-10,20.53,24.97,5984.5,4.439999999999998,1.2162688748173403,0.6426386793870738,,,0.020016339869280975,0.021685761047463004,22.240450000000003,3.4922444795000005,6191.806,6305.63,6538.7555
2022-10-11,20.01,24.73,6017.72,4.719999999999999,1.2358820589705146,0.8582228869319473,,,-0.009611533840608644,0.016440608302507265,22.263849999999998,3.4721444795,6113.394,6259.189,6500.0869999999995
2022-10-12,20.82,24.81,6192.65,3.9899999999999984,1.19164265129683,0.3149000354942873,,,0.0032349373230893264,0.013480392156862697,22.4618,3.5339944795,6109.701999999999,6230.394,6463.737
2022-10-13,21.07,24.92,6252.22,3.8500000000000014,1.1827242524916943,0.15018756285077087,,,0.00443369609028621,-0.002002402883459986,22.726300000000002,3.6424944795000003,6114.39,6206.889,6428.1720000000005
2022-10-14,19.36,23.75,6406.46,4.390000000000001,1.2267561983471076,0.47235372773911505,,,-0.0469502407704655,-0.03962798220784469,23.0179,3.8407444794999996,6170.71,6211.1669999999995,6403.64
2022-10-17,19.19,24.16,6472.45,4.969999999999999,1.2589890568004167,0.8876911045083432,,,0.01726315789473687,-0.026199113260781837,23.2759,3.9874444795,6268.3,6230.053,6381.5835
2022-10-18,19.918,24.34,6508.5,4.422000000000001,1.222010241992168,0.3493637237743198,,,0.007450331125827825,-0.02327447833065821,23.4623,4.0366444795000005,6366.456,6239.925,6361.8045
2022-10-19,19.06,23.78,6461.15,4.720000000000002,1.2476390346274924,0.5563526743494489,,,-0.023007395234182382,0.001263157894736855,23.6261,4.1094944795,6420.156,6264.929,6343.384
2022-10-20,19.98,24.25,6429.7,4.27,1.2137137137137137,0.19450939714316628,,,0.019764507989907365,0.0037251655629138014,23.698500000000003,4.0623944795,6455.652,6285.021,6333.9095
2022-10-21,20.38,23.93,6432.33,3.5500000000000007,1.174190382728165,-0.5021526387496855,-0.18306068188962965,0.45129219908459517,-0.013195876288659814,-0.016844700082169317,23.785,4.0798944795,6460.825999999999,6315.768,6331.464
2022-10-24,24.64,26.25,6378.43,1.6099999999999994,1.0653409090909092,-3.2278835862706545,-1.5303823831886971,1.6972904719479334,0.09694943585457594,0.10386879730866272,24.141,4.1523944795,6442.022,6355.161,6330.3955
2022-10-25,22.9,26.68,6355.78,3.780000000000001,1.1650655021834062,-0.45260910342608424,0.01510839044597195,1.8539478114203127,0.016380952380952385,0.10020618556701022,24.3475,4.1383944795,6411.478,6388.967,6324.0779999999995
2022-10-26,21.11,25.0,6491.69,3.8900000000000006,1.1842728564661298,-0.3230191197395827,0.08338706499348629,0.9296645874084103,-0.06296851574212892,0.04471374843292941,24.438499999999998,4.1448944795000005,6417.586,6418.871000000001,6324.6325
2022-10-27,21.06551721,25.0,6461.61,3.9344827900000006,1.1867736144703944,-0.2990329552028515,0.10430929219081402,0.9032459709452276,0.0,-0.04761904761904767,24.532,4.166618619,6423.968,6439.8099999999995,6323.349499999999
2022-10-28,24.03,26.19,6239.93,2.16,1.0898876404494382,-2.154213219508657,-1.1342925984051833,1.5154083909629166,0.04760000000000009,-0.01836581709145424,24.692999999999998,4.086118619,6385.488,6423.157,6317.162
2022-10-31,26.78,26.94,6292.62,0.16000000000000014,1.0059746079163554,-2.9793024527381218,-2.4258420685730675,1.8318260425845725,0.028636884306987298,0.07760000000000011,24.8355,3.8951186190000002,6368.326,6405.174,6317.6135
2022-11-01,23.33,25.28,6439.82,1.9500000000000028,1.083583369052722,-1.3806056496352408,-1.1656699193116873,0.9788532768531085,-0.06161841128433554,0.011200000000000099,24.9115,3.7486186189999997,6385.134,6398.306,6319.1155
2022-11-02,22.09,24.34,6524.51,2.25,1.1018560434585785,-1.039444938401031,-0.9951354222453315,0.5291749328123333,-0.037183544303797555,-0.0706376479572356,24.9065,3.617118619,6391.697999999999,6404.642,6334.7855
2022-11-03,22.24,25.29,6566.84,3.0500000000000007,1.1371402877697843,-0.3964239569322986,-0.4521007854889599,1.0264631082183693,0.039030402629416594,-0.061247216035634766,24.954500000000003,3.5728241395000007,6412.744000000001,6418.356,6351.688499999999
2022-11-04,22.24,25.29,6709.64,3.0500000000000007,1.1371402877697843,-0.3251061241618381,-0.439206614299229,1.029391336655877,0.0,0.00039556962025311115,24.995,3.4578241395,6506.686,6446.0869999999995,6380.9275
2022-11-07,23.01,24.53,6713.64,1.5199999999999996,1.066058235549761,-1.3750615029200726,-1.4570888920752885,0.6224298328881801,-0.030051403716884084,0.007806080525883274,24.973,3.3118241395000005,6590.889999999999,6479.608,6417.3845
2022-11-08,22.35,23.91,6694.96,1.5599999999999987,1.0697986577181207,-1.2121437023430033,-1.384281466416365,0.31858150311487554,-0.02527517325723605,-0.05456702253855272,24.932000000000002,3.1538241395,6641.918000000001,6513.526,6451.2465
2022-11-09,22.18,23.85,6676.01,1.6700000000000017,1.075293056807935,-1.0212683787026888,-1.2642217336033472,0.2952631363137731,-0.0025094102885820924,-0.05693950177935936,24.884,3.0378241395000005,6672.217999999999,6531.9580000000005,6475.4145
2022-11-10,22.33,23.92,6603.31,1.5900000000000034,1.0712046574115541,-0.979795851602417,-1.2728400307644199,0.3389829745027628,0.002935010482180367,-0.02486750917244185,24.834,2.924824139500001,6679.512000000001,6546.128000000001,6492.968999999999
2022-11-11,21.81,24.2,6643.48,2.3900000000000006,1.1095827602017423,-0.3289276692375989,-0.7214658436689768,0.4733183501131718,0.011705685618728978,0.01212881639481389,24.8565,2.824824139500001,6666.280000000001,6586.483,6504.820000000001
2022-11-14,22.93,23.83,6599.67,0.8999999999999986,1.039249890972525,-1.3373188625172587,-1.696998029903191,0.2574476961525818,-0.0152892561983472,-0.0008385744234802317,24.839999999999996,2.621324139500001,6643.486,6617.188,6511.1810000000005
2022-11-15,23.16,23.7,6752.51,0.5399999999999991,1.0233160621761657,-1.4584460364161689,-1.8751753212649245,0.17025676265201764,-0.0054553084347460645,-0.009197324414715768,24.808,2.4272241395000007,6654.996000000001,6648.457,6523.3815
2022-11-16,22.91,23.62,6702.04,0.7100000000000009,1.0309908336970754,-1.2340313914481353,-1.7073235213731313,0.11010419353616926,-0.0033755274261603185,-0.023966942148760273,24.8,2.2267241395000004,6660.202,6666.210000000001,6535.426
2022-11-17,22.37,23.05,6714.5,0.6799999999999997,1.0303978542691103,-1.1626370362464111,-1.6814769552129871,-0.22027337576352582,-0.024132091447925497,-0.03273185060847661,24.74,2.0472241395000004,6682.4400000000005,6680.976000000001,6549.666
2022-11-18,21.78,22.76,6658.4,0.9800000000000004,1.0449954086317723,-0.8212317118301596,-1.4522458811214662,-0.38691489618785146,-0.012581344902386049,-0.03966244725738388,24.681500000000003,1.9187241395000008,6685.423999999999,6675.852000000001,6560.969499999999
2022-11-21,22.0,23.83,6689.33,1.8299999999999983,1.083181818181818,-0.08740080582226904,-0.9102943685540451,0.18397071419754946,0.04701230228470976,0.008890770533446224,24.5605,1.9297241395000007,6703.356,6673.421,6576.5145
2022-11-22,21.99,23.31,6583.23,1.3200000000000003,1.0600272851296044,-0.4588201747179755,-1.190994094194199,-0.12395527166116664,-0.02182123373898448,0.01127982646420822,24.392000000000003,1.8067241395000004,6669.5,6662.248,6587.887000000001
2022-11-23,22.08,22.75,6567.99,0.6700000000000017,1.0303442028985508,-1.007652962381804,-1.5235333638925153,-0.4515058670754488,-0.024024024024023927,-0.0004393673110720808,24.279500000000002,1.6457241395000004,6642.69,6651.446000000001,6591.702
2022-11-24,21.88829295,22.49,6586.86,0.6017070499999981,1.0274899029985798,-1.056191751192841,-1.5026771031864452,-0.589082412459649,-0.011428571428571455,-0.05623164078892151,24.154000000000003,1.4790853525000003,6617.161999999999,6649.8009999999995,6597.9645
2022-11-25,21.25084989,22.56,6512.16,1.3091501099999974,1.0616046001348889,-0.15618676475228732,-1.0534525528520078,-0.5481100447475059,0.003112494441974256,-0.03217503217503215,23.972500000000004,1.4365428580000001,6587.914,6636.669,6611.575999999999
2022-11-28,22.91,23.39,6492.71,0.4800000000000004,1.0209515495416848,-1.2278296757401115,-1.480668295650965,-0.09311950258196908,0.036790780141844115,0.028131868131868076,23.795,1.4525428580000002,6548.59,6625.973,6621.580499999999
2022-11-29,24.04,22.84,6594.32,-1.1999999999999993,0.9500831946755408,-2.5483859130717836,-2.327212728897429,-0.3970137560478393,-0.023514322359982964,0.015562472209871059,23.673,1.295042858,6550.808,6610.1539999999995,6629.3054999999995
2022-11-30,23.55,22.86,6590.31,-0.6900000000000013,0.970700636942675,-1.756325386551941,-1.9735187455073997,-0.37581171537250035,0.0008756567425569628,0.013297872340425565,23.599,1.148042858,6555.272,6598.981,6632.5955
2022-12-01,23.8,21.73,6658.43,-2.0700000000000003,0.9130252100840336,-2.5206501484223045,-2.5819125914747967,-0.9923781120095294,-0.049431321084864366,-0.07097050021376661,23.421,0.8920428579999999,6569.586,6593.374000000001,6637.175
2022-12-02,21.55,21.15,6680.54,-0.40000000000000213,0.9814385150812064,-1.025279623319792,-1.6166171066950081,-1.2780962173546537,-0.02669121030832955,-0.07399299474605958,23.214,0.7195428579999998,6603.262000000001,6595.588000000001,6635.719999999999
2022-12-05,22.2,21.52,6714.37,-0.6799999999999997,0.9693693693693693,-1.1538814487240039,-1.7046651250889933,-1.044072022075106,0.017494089834515503,-0.05861767279090113,23.063499999999998,0.6095428579999999,6647.594,6598.092,6635.7565
2022-12-06,21.8,21.17,6703.55,-0.629999999999999,0.9711009174311928,-1.002884553495549,-1.6175972848355606,-1.194810906264024,-0.016263940520445996,-0.02577082374597328,22.926499999999997,0.5000428579999999,6669.44,6610.124000000001,6636.186
2022-12-07,21.78,20.59,6705.29,-1.1900000000000013,0.9453627180899907,-1.3432639356410774,-1.8291705652066097,-1.5016931789746213,-0.027397260273972712,-0.02647754137115832,22.7635,0.3570428579999998,6692.436,6623.854000000001,6637.65
2022-12-08,21.36,20.4,6662.34,-0.9600000000000009,0.9550561797752809,-1.0351304396644254,-1.6475812474167943,-1.6323005129978931,-0.00922778047595929,-0.052044609665427566,22.5875,0.22954285799999957,6693.218000000001,6631.402,6640.6015
2022-12-09,20.96,20.1,6680.38,-0.8599999999999994,0.958969465648855,-0.8800618283946388,-1.5637475031068824,-1.9117658978099636,-0.014705882352941013,-0.05054322153991497,22.3825,0.06704285799999958,6693.186,6648.224,6642.4465
2022-12-12,21.49,20.34,6655.67,-1.1499999999999986,0.9464867380176827,-1.0438654800706697,-1.6435908053726378,-1.8392623007685627,0.011940298507462588,-0.012141816415735751,22.208000000000002,-0.035457142000000275,6681.445999999999,6664.5199999999995,6645.246499999999
2022-12-13,21.03,20.41,6593.67,-0.620000000000001,0.9705183071802187,-0.4937999882403583,-1.3330954807062465,-1.7894516686885262,0.003441494591936989,0.0004901960784313708,22.0435,-0.09345714200000028,6659.469999999999,6664.455,6637.3045
2022-12-14,20.68,20.58,6570.02,-0.10000000000000142,0.995164410058027,0.032357567941280654,-1.0459736376401274,-1.6919397209473526,0.00832925036746679,0.023880597014925176,21.8915,-0.1339571420000004,6632.416,6662.426000000001,6630.7035000000005
2022-12-15,19.8,19.69,6597.55,-0.10999999999999943,0.9944444444444445,0.06149506794406125,-1.019362580405341,-2.105257387450008,-0.04324586977648193,-0.03195673549655842,21.7235,-0.17345714200000034,6619.4580000000005,6656.338000000001,6624.856
2022-12-16,19.44,18.52,6519.44,-0.9200000000000017,0.9526748971193415,-0.6468256250668537,-1.3630419547670656,-2.584396215344554,-0.05942102590147291,-0.09260166585007357,21.511499999999998,-0.2684571420000005,6587.2699999999995,6640.228,6617.908
2022-12-19,19.95,19.09,6390.77,-0.8599999999999994,0.9568922305764411,-0.516754589251513,-1.3141435071773975,-2.2756438460177133,0.03077753779697634,-0.07240038872691923,21.2745,-0.4029571420000003,6534.29,6607.8679999999995,6602.9800000000005
2022-12-20,20.25,19.77,6341.58,-0.4800000000000004,0.9762962962962963,0.016484937004295337,-1.0953835704763994,-1.8327365837873992,0.03562074384494496,0.00406297613001505,21.0975,-0.4929571420000004,6483.872,6571.671,6590.897500000001
2022-12-21,19.82,19.52,6289.14,-0.3000000000000007,0.9848637739656911,0.3267426893315288,-0.9764795194500075,-1.8722371374774942,-0.01264542235710675,0.05399568034557234,20.936,-0.5414571420000005,6427.696000000001,6530.0560000000005,6576.955
2022-12-22,18.95,20.31,6186.93,1.3599999999999994,1.0717678100263852,2.283346180671829,-0.16964772288076577,-1.4229997548424664,0.04047131147540983,0.06390780513357774,20.826999999999998,-0.5035424945000004,6345.572,6482.515,6556.958499999999
2022-12-23,19.56,20.99,6160.75,1.4299999999999997,1.0731083844580778,2.320634253022722,-0.1183997496264467,-1.0581014017432067,0.03348104382077799,0.061709661102680835,20.7485,-0.49750000000000033,6273.834,6430.552000000001,6539.388000000001
2022-12-26,19.51,19.29,6275.52,-0.22000000000000242,0.9887237314197846,0.3899078091776499,-0.8853268221015569,-1.8065749230149242,-0.08099094807050977,-0.011782786885245922,20.5435,-0.5325000000000004,6250.784,6392.537,6528.5285
2022-12-27,18.85,18.78,6325.63,-0.07000000000000028,0.996286472148541,0.5128142455299955,-0.7857007152445674,-1.9464232500400789,-0.026438569206842844,-0.07533234859675031,20.3405,-0.47600000000000053,6247.594,6365.733,6515.094
2022-12-28,18.26,18.52,6268.47,0.259999999999998,1.0142387732749178,0.8536317176640178,-0.5973991481281792,-1.960969404368265,-0.013844515441959637,-0.11767508337303478,20.1235,-0.42850000000000055,6243.460000000001,6335.5779999999995,6499.0019999999995
2022-12-29,17.94050355,18.33,6261.83,0.38949644999999933,1.0217104524917306,0.9564827483053664,-0.5081871492455365,-1.9424840050706722,-0.01025917926565878,-0.04976671850699854,19.9535,-0.3055251775000006,6258.4400000000005,6302.005999999999,6479.1720000000005
2022-12-30,17.2,18.01,6281.62,0.8100000000000023,1.047093023255814,1.374478768656186,-0.26459247851616013,-1.9750187217963278,-0.017457719585379006,-0.041001064962726264,19.7965,-0.24502517750000036,6282.6140000000005,6278.224,6459.226
2023-01-03,17.23,18.17,6423.7,0.9400000000000013,1.0545560069645967,1.3733659111836314,-0.16907521990411362,-1.8202650996483407,0.008883953359244856,-0.018898488120950185,19.629,-0.16402517750000029,6312.25,6281.517,6444.6925
2023-01-04,17.17,18.14,6421.28,0.9699999999999989,1.0564938846825858,1.26364519873238,-0.12278924613009656,-1.751577671903154,-0.001651073197578512,-0.010365521003818712,19.4775,-0.08402517750000041,6331.38,6289.486999999999,6430.579
2023-01-05,17.73,17.94,6485.47,0.21000000000000085,1.011844331641286,0.2820747118510844,-0.521805321502632,-1.752472739708357,-0.011025358324145529,-0.0038867295946696245,19.345000000000002,-0.014025177500000296,6374.780000000001,6309.12,6419.588000000001
2023-01-06,17.94,17.77,6500.32,-0.1700000000000017,0.9905239687848383,-0.25594360786811116,-0.711746111577755,-1.7418883339719764,-0.009476031215161718,-0.022014309301045754,19.2135,0.02547482249999966,6422.478,6340.459,6411.487
2023-01-09,19.43,18.95,6535.75,-0.4800000000000004,0.9752959341224909,-0.7039439121086828,-0.8668843920729757,-1.2351205471800966,0.06640405177265052,0.0446527012127893,19.156,0.04447482249999961,6473.303999999999,6377.959,6404.2555
2023-01-10,19.3,18.93,6540.2,-0.370000000000001,0.9808290155440414,-0.6495135604827232,-0.7836146026302677,-1.2003694198777575,-0.0010554089709762238,0.05518394648829417,19.0855,0.08347482249999949,6496.604,6404.427000000001,6398.482
2023-01-11,19.41,18.93,6486.9,-0.4800000000000004,0.9752704791344667,-0.825076080077488,-0.8317825572033813,-1.1598750594046516,0.0,0.06527855936972426,19.011499999999998,0.09047482249999952,6509.728,6420.553999999999,6393.1435
2023-01-12,18.98,18.75,6489.57,-0.23000000000000043,0.9878819810326659,-0.45247044862823904,-0.6516909198860168,-1.187157503362888,-0.009508716323296307,-0.01055408970976246,18.919999999999998,0.08397482249999957,6510.548,6442.663999999999,6389.121
2023-01-13,17.71,18.1,6517.51,0.39000000000000057,1.0220214568040655,0.4040266397706357,-0.1947666268558206,-1.3820789153961681,-0.03466666666666662,-0.043845747490755316,18.8405,0.10897482249999957,6513.985999999999,6468.232,6385.119000000001
2023-01-16,19.28,17.98,6591.81,-1.3000000000000007,0.9325726141078838,-1.9053553405889572,-1.3815738648042397,-1.374981024072383,-0.006629834254143652,-0.05018489170628626,18.813499999999998,0.08997482249999962,6525.198,6499.250999999999,6388.7375
2023-01-17,18.7,17.92,6597.49,-0.7799999999999976,0.958288770053476,-1.20676966765029,-0.9671152153139488,-1.3585996745062132,-0.0033370411568408587,-0.044266666666666565,18.755,0.09397482249999971,6536.656,6516.63,6399.0735
2023-01-18,19.47,18.15,6613.01,-1.3200000000000003,0.9322033898305084,-1.7558628122244213,-1.3469680245362952,-1.2431175886332493,0.012834821428571175,0.0027624309392264568,18.674,0.05197482249999972,6561.878,6535.803,6412.645
2023-01-19,20.46,18.79,6676.08,-1.6700000000000017,0.918377321603128,-1.902760216926527,-1.6044529498978426,-0.9660760268606301,0.03526170798898076,0.045050055617352536,18.6375,-0.01652517750000033,6599.18,6554.864,6431.992
2023-01-20,20.63,18.74,6736.85,-1.8900000000000006,0.9083858458555502,-1.8983340101953239,-1.780832370166033,-0.954774664254625,-0.0026609898882384853,0.04575892857142838,18.559,-0.17902517750000033,6643.048000000001,6578.517,6459.487999999999
2023-01-30,19.37,19.59,6786.45,0.21999999999999886,1.0113577697470315,0.5570048180545218,-0.011120186347953916,-0.597469583785872,0.045357524012807016,0.07933884297520666,18.488999999999997,-0.23952517750000038,6681.976,6603.5869999999995,6490.772999999999
2023-01-31,19.28,19.05,6805.28,-0.23000000000000043,0.9880705394190871,0.012151969565862883,-0.3850396609186283,-0.7977769394683948,-0.027565084226646164,0.013837147418839901,18.476999999999997,-0.24002517750000027,6723.534,6630.094999999999,6517.261
2023-02-01,19.73,19.78,6916.72,0.05000000000000071,1.0025342118601115,0.34355669731064253,-0.12453101771776144,-0.4634734194984281,0.038320209973753405,0.0554962646744932,18.527,-0.23402517750000024,6784.276,6673.077,6546.8155
2023-02-02,19.93,20.15,6933.23,0.21999999999999886,1.0110386352232814,0.5524166949528709,0.05193305276284444,-0.27778087280247166,0.018705763397370845,0.028586013272077437,18.6085,-0.23602517750000018,6835.706,6717.443000000001,6580.0535
2023-02-03,20.04,20.3,6925.08,0.26000000000000156,1.0129740518962076,0.6121780753139595,0.13613221858716262,-0.18077060355078056,0.007444168734491496,0.06561679790026242,18.707,-0.24250000000000008,6873.352000000001,6758.2,6613.216
