date,ivix_50,ivix_1000,spread_1000_50,ratio_1000_50,z_20_spread,z_60_spread,z_60_ivix_1000,d1_ivix_1000,d3_ivix_1000,csi1000_close,signal_panic_reversal,signal_spread_revert,signal_spread_revert_confirmed,regime_state,regime_equity_exposure
2022-08-18,19.488,22.082,2.594000000000001,1.133107553366174,-0.5396749765450995,,,0.0555449330783939,0.0270219989767916,7351.44,0,0,0,S2,80%-100%
2022-08-19,18.76,21.701,2.940999999999999,1.1567697228144989,-0.2317191723561625,,,-0.0172538719318902,0.0053275271008987,7234.41,0,0,0,S2,80%-100%
2022-08-22,18.349,21.369,3.02,1.1645866259741675,-0.1525072295852173,,,-0.0152988341551081,0.0214627151051625,7288.58,0,0,0,S2,80%-100%
2022-08-23,18.027,21.705,3.677999999999997,1.204027292394741,0.3180644744611214,,,0.0157237119191351,-0.017072728919482,7306.02,0,0,0,S1,50%
2022-08-24,18.92,23.319,4.398999999999997,1.232505285412262,0.7945638410920957,,,0.0743607463718036,0.0745587760932675,7039.41,0,0,0,S1,50%
2022-08-25,17.85,22.683,4.832999999999998,1.2707563025210082,1.2454057679857655,,,-0.0272738968223337,0.0614909448266181,7016.31,0,0,0,S1,50%
2022-08-26,17.01815914,22.074,5.05584086,1.2970850618100402,1.277511957616437,,,-0.0268483004893531,0.0170006910850035,6980.18,0,0,0,S1,50%
2022-08-29,17.687,23.625,5.937999999999999,1.335726804998021,1.6927400847449805,,,0.070263658602881,0.0131223465843304,7021.31,0,0,0,S1,50%
2022-08-30,17.416,23.87,6.454000000000001,1.3705787781350482,1.842350993251475,,,0.0103703703703703,0.0523299387206277,6976.72,0,0,0,S1,50%
2022-08-31,17.566,23.253,5.687000000000001,1.323750426961175,1.1848697542213715,,,-0.0258483452031839,0.053411253057896,6750.74,0,0,0,S1,50%
2022-09-01,17.853,23.428,5.574999999999999,1.312272447207752,1.026829775973818,,,0.0075259106351868,-0.0083386243386243,6717.1,0,0,0,S1,50%
2022-09-02,18.29,23.639,5.349,1.2924548933843631,0.8085883949183624,,,0.0090063172272494,-0.0096774193548387,6776.83,0,0,0,S1,50%
2022-09-05,19.14,24.262,5.122,1.26760710553814,0.6953287460270495,,,0.0263547527391176,0.0433922504623058,6791.09,0,0,0,S1,50%
2022-09-06,18.098,20.851,2.753,1.152116255939883,-0.8062078103552562,,,-0.1405902233946089,-0.1099965852825679,6919.65,0,0,0,S1,50%
